Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Insecta	Lepidoptera												0.0171				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Plante					Poaceae	Digitaria					Seed Kernel				0.693				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Plante					Poaceae	Setaria					Seed Kernel				0.0796				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Plante					Poaceae	Triodia					Seed Kernel				0.0474				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Plante					Asteraceae 	Iva					Seed Kernel				0.058				multiple	stomach contents	Family name changed from Compositea to Asteraceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Plante					Euphoriciaceae	Acalypha					Seed Kernel				0.016				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Poaceae	Digitaria					Seed Kernel				0.42				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Poaceae	Panicum					Seed Kernel				0.08				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Poaceae	Setaria					Seed Kernel				0.09				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Poaceae		Gramineae sp. 2				Seed Kernel				0.136				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Asteraceae 	Iva					Seed Kernel				0.028				multiple	stomach contents	Family name changed from Compositea to Asteraceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Euphoriciaceae	Acalypha					Seed Kernel				0.196				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Euphoriciaceae			Yes			Seed Kernel				0.028				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Digitaria					Seed Kernel				0.352				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Panicum					Seed Kernel				0.017				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Setaria					Seed Kernel				0.065				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Chloris					Seed Kernel				0.052				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae		Gramineae sp. 1				Seed Kernel				0.112				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae		Gramineae sp. 2				Seed Kernel				0.369				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Euphoriciaceae	Acalypha					Seed Kernel				0.015				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Euphoriciaceae			Yes			Seed Kernel				0.018				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Insecta	Coleoptera												0.0395				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Insecta	Orthoptera												0.0658				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Insecta	Blattodea												0.0085				multiple	stomach contents	Order name changed from Isoptera to Blattodea	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Insecta	Lepidoptera												0.0127				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
