"TAXON_ORDER","PRIMARY_COM_NAME","SCI_NAME","Family"
14954,"Bahia Spinetail","Synallaxis cinerea","Furnariidae"
14955,"Pinto's Spinetail","Synallaxis infuscata","Furnariidae"
14957,"Dusky Spinetail","Synallaxis moesta","Furnariidae"
14961,"McConnell's Spinetail","Synallaxis macconnelli","Furnariidae"
14962,"Cabanis's Spinetail","Synallaxis cabanisi","Furnariidae"
14965,"Cinereous-breasted Spinetail","Synallaxis hypospodia","Furnariidae"
14966,"Spix's Spinetail","Synallaxis spixi","Furnariidae"
14967,"Dark-breasted Spinetail","Synallaxis albigularis","Furnariidae"
14970,"Rio Orinoco Spinetail","Synallaxis beverlyae","Furnariidae"
14971,"Pale-breasted Spinetail","Synallaxis albescens","Furnariidae"
14985,"Sooty-fronted Spinetail","Synallaxis frontalis","Furnariidae"
14988,"Azara's Spinetail","Synallaxis azarae","Furnariidae"
14999,"Apurimac Spinetail","Synallaxis courseni","Furnariidae"
15001,"Hoary-throated Spinetail","Synallaxis kollari","Furnariidae"
15002,"Rufous-breasted Spinetail","Synallaxis erythrothorax","Furnariidae"
15006,"White-whiskered Spinetail","Synallaxis candei","Furnariidae"
15010,"Blackish-headed Spinetail","Synallaxis tithys","Furnariidae"
15011,"Rusty-headed Spinetail","Synallaxis fuscorufa","Furnariidae"
15012,"Rufous Spinetail","Synallaxis unirufa","Furnariidae"
15017,"Black-throated Spinetail","Synallaxis castanea","Furnariidae"
15018,"Stripe-breasted Spinetail","Synallaxis cinnamomea","Furnariidae"
15026,"Ruddy Spinetail","Synallaxis rutilans","Furnariidae"
15034,"Chestnut-throated Spinetail","Synallaxis cherriei","Furnariidae"
15040,"Dwarf Tyrant-Manakin","Tyranneutes stolzmanni","Pipridae"
15041,"Tiny Tyrant-Manakin","Tyranneutes virescens","Pipridae"
15042,"Pale-bellied Tyrant-Manakin","Neopelma pallescens","Pipridae"
15043,"Saffron-crested Tyrant-Manakin","Neopelma chrysocephalum","Pipridae"
15044,"Wied's Tyrant-Manakin","Neopelma aurifrons","Pipridae"
15045,"Serra do Mar Tyrant-Manakin","Neopelma chrysolophum","Pipridae"
15046,"Sulphur-bellied Tyrant-Manakin","Neopelma sulphureiventer","Pipridae"
15047,"Yellow-headed Manakin","Chloropipo flavicapilla","Pipridae"
15048,"Jet Manakin","Chloropipo unicolor","Pipridae"
15049,"Araripe Manakin","Antilophia bokermanni","Pipridae"
15050,"Helmeted Manakin","Antilophia galeata","Pipridae"
15051,"Lance-tailed Manakin","Chiroxiphia lanceolata","Pipridae"
15052,"Long-tailed Manakin","Chiroxiphia linearis","Pipridae"
15053,"Blue-backed Manakin","Chiroxiphia pareola","Pipridae"
15059,"Yungas Manakin","Chiroxiphia boliviana","Pipridae"
15060,"Swallow-tailed Manakin","Chiroxiphia caudata","Pipridae"
15062,"Pin-tailed Manakin","Ilicura militaris","Pipridae"
15063,"Golden-winged Manakin","Masius chrysopterus","Pipridae"
15069,"White-ruffed Manakin","Corapipo altera","Pipridae"
15072,"White-bibbed Manakin","Corapipo leucorrhoa","Pipridae"
15073,"White-throated Manakin","Corapipo gutturalis","Pipridae"
15074,"Olive Manakin","Xenopipo uniformis","Pipridae"
15077,"Black Manakin","Xenopipo atronitens","Pipridae"
15078,"Green Manakin","Cryptopipo holochlora","Pipridae"
15085,"Blue-crowned Manakin","Lepidothrix coronata","Pipridae"
15097,"Snow-capped Manakin","Lepidothrix nattereri","Pipridae"
15100,"Golden-crowned Manakin","Lepidothrix vilasboasi","Pipridae"
15101,"Opal-crowned Manakin","Lepidothrix iris","Pipridae"
15104,"Orange-bellied Manakin","Lepidothrix suavissima","Pipridae"
15105,"White-fronted Manakin","Lepidothrix serena","Pipridae"
15107,"Blue-rumped Manakin","Lepidothrix isidorei","Pipridae"
15110,"Cerulean-capped Manakin","Lepidothrix coeruleocapilla","Pipridae"
15112,"Orange-crowned Manakin","Heterocercus aurantiivertex","Pipridae"
15113,"Yellow-crowned Manakin","Heterocercus flavivertex","Pipridae"
15114,"Flame-crowned Manakin","Heterocercus linteatus","Pipridae"
15116,"White-collared Manakin","Manacus candei","Pipridae"
15117,"Orange-collared Manakin","Manacus aurantiacus","Pipridae"
15118,"Golden-collared Manakin","Manacus vitellinus","Pipridae"
15124,"White-bearded Manakin","Manacus manacus","Pipridae"
15140,"Crimson-hooded Manakin","Pipra aureola","Pipridae"
15145,"Wire-tailed Manakin","Pipra filicauda","Pipridae"
15148,"Band-tailed Manakin","Pipra fasciicauda","Pipridae"
15154,"Club-winged Manakin","Machaeropterus deliciosus","Pipridae"
15155,"Striolated Manakin","Machaeropterus striolatus","Pipridae"
15162,"Painted Manakin","Machaeropterus eckelberryi","Pipridae"
15164,"Kinglet Manakin","Machaeropterus regulus","Pipridae"
15165,"Fiery-capped Manakin","Machaeropterus pyrocephalus","Pipridae"
15168,"White-crowned Manakin","Pseudopipra pipra","Pipridae"
15183,"Scarlet-horned Manakin","Ceratopipra cornuta","Pipridae"
15184,"Red-capped Manakin","Ceratopipra mentalis","Pipridae"
15188,"Golden-headed Manakin","Ceratopipra erythrocephala","Pipridae"
15192,"Red-headed Manakin","Ceratopipra rubrocapilla","Pipridae"
15193,"Round-tailed Manakin","Ceratopipra chloromeros","Pipridae"
15195,"Hooded Berryeater","Carpornis cucullata","Cotingidae"
15196,"Black-headed Berryeater","Carpornis melanocephala","Cotingidae"
15197,"Green-and-black Fruiteater","Pipreola riefferii","Cotingidae"
15204,"Band-tailed Fruiteater","Pipreola intermedia","Cotingidae"
15207,"Barred Fruiteater","Pipreola arcuata","Cotingidae"
15210,"Golden-breasted Fruiteater","Pipreola aureopectus","Cotingidae"
15214,"Orange-breasted Fruiteater","Pipreola jucunda","Cotingidae"
15215,"Black-chested Fruiteater","Pipreola lubomirskii","Cotingidae"
15216,"Masked Fruiteater","Pipreola pulchra","Cotingidae"
15217,"Scarlet-breasted Fruiteater","Pipreola frontalis","Cotingidae"
15220,"Fiery-throated Fruiteater","Pipreola chlorolepidota","Cotingidae"
15221,"Handsome Fruiteater","Pipreola formosa","Cotingidae"
15225,"Red-banded Fruiteater","Pipreola whitelyi","Cotingidae"
15229,"Scaled Fruiteater","Ampelioides tschudii","Cotingidae"
15230,"White-cheeked Cotinga","Zaratornis stresemanni","Cotingidae"
15231,"Peruvian Plantcutter","Phytotoma raimondii","Cotingidae"
15232,"White-tipped Plantcutter","Phytotoma rutila","Cotingidae"
15235,"Rufous-tailed Plantcutter","Phytotoma rara","Cotingidae"
15236,"Swallow-tailed Cotinga","Phibalura flavirostris","Cotingidae"
15239,"Chestnut-bellied Cotinga","Doliornis remseni","Cotingidae"
15240,"Bay-vented Cotinga","Doliornis sclateri","Cotingidae"
15241,"Red-crested Cotinga","Ampelion rubrocristatus","Cotingidae"
15242,"Chestnut-crested Cotinga","Ampelion rufaxilla","Cotingidae"
15245,"Guianan Red-Cotinga","Phoenicircus carnifex","Cotingidae"
15246,"Black-necked Red-Cotinga","Phoenicircus nigricollis","Cotingidae"
15247,"Guianan Cock-of-the-rock","Rupicola rupicola","Cotingidae"
15248,"Andean Cock-of-the-rock","Rupicola peruvianus","Cotingidae"
15253,"Gray-tailed Piha","Snowornis subalaris","Cotingidae"
15254,"Olivaceous Piha","Snowornis cryptolophus","Cotingidae"
15257,"Crimson Fruitcrow","Haematoderus militaris","Cotingidae"
15258,"Purple-throated Fruitcrow","Querula purpurata","Cotingidae"
15259,"Red-ruffed Fruitcrow","Pyroderus scutatus","Cotingidae"
15265,"Bare-necked Umbrellabird","Cephalopterus glabricollis","Cotingidae"
15266,"Amazonian Umbrellabird","Cephalopterus ornatus","Cotingidae"
15267,"Long-wattled Umbrellabird","Cephalopterus penduliger","Cotingidae"
15268,"Capuchinbird","Perissocephalus tricolor","Cotingidae"
15269,"Lovely Cotinga","Cotinga amabilis","Cotingidae"
15270,"Turquoise Cotinga","Cotinga ridgwayi","Cotingidae"
15271,"Blue Cotinga","Cotinga nattererii","Cotingidae"
15272,"Plum-throated Cotinga","Cotinga maynana","Cotingidae"
15273,"Purple-breasted Cotinga","Cotinga cotinga","Cotingidae"
15274,"Banded Cotinga","Cotinga maculata","Cotingidae"
15275,"Spangled Cotinga","Cotinga cayana","Cotingidae"
15277,"Rufous Piha","Lipaugus unirufus","Cotingidae"
15280,"Rose-collared Piha","Lipaugus streptophorus","Cotingidae"
15281,"Screaming Piha","Lipaugus vociferans","Cotingidae"
15282,"Cinnamon-vented Piha","Lipaugus lanioides","Cotingidae"
15283,"Black-and-gold Cotinga","Lipaugus ater","Cotingidae"
15284,"Gray-winged Cotinga","Lipaugus conditus","Cotingidae"
15285,"Chestnut-capped Piha","Lipaugus weberi","Cotingidae"
15286,"Dusky Piha","Lipaugus fuscocinereus","Cotingidae"
15287,"Scimitar-winged Piha","Lipaugus uropygialis","Cotingidae"
15288,"Three-wattled Bellbird","Procnias tricarunculatus","Cotingidae"
15289,"White Bellbird","Procnias albus","Cotingidae"
15292,"Bearded Bellbird","Procnias averano","Cotingidae"
15295,"Bare-throated Bellbird","Procnias nudicollis","Cotingidae"
15296,"Purple-throated Cotinga","Porphyrolaema porphyrolaema","Cotingidae"
15297,"Black-tipped Cotinga","Carpodectes hopkei","Cotingidae"
15298,"Yellow-billed Cotinga","Carpodectes antoniae","Cotingidae"
15299,"Snowy Cotinga","Carpodectes nitidus","Cotingidae"
15300,"Pompadour Cotinga","Xipholena punicea","Cotingidae"
15301,"White-tailed Cotinga","Xipholena lamellipennis","Cotingidae"
15302,"White-winged Cotinga","Xipholena atropurpurea","Cotingidae"
15303,"Bare-necked Fruitcrow","Gymnoderus foetidus","Cotingidae"
15304,"Black-faced Cotinga","Conioptilon mcilhennyi","Cotingidae"
15305,"Black-tailed Tityra","Tityra cayana","Tityridae"
15308,"Black-crowned Tityra","Tityra inquisitor","Tityridae"
15315,"Masked Tityra","Tityra semifasciata","Tityridae"
15327,"Varzea Schiffornis","Schiffornis major","Tityridae"
15330,"Olivaceous Schiffornis","Schiffornis olivacea","Tityridae"
15331,"Northern Schiffornis","Schiffornis veraepacis","Tityridae"
15337,"Foothill Schiffornis","Schiffornis aenea","Tityridae"
15338,"Russet-winged Schiffornis","Schiffornis stenorhyncha","Tityridae"
15341,"Brown-winged Schiffornis","Schiffornis turdina","Tityridae"
15348,"Greenish Schiffornis","Schiffornis virescens","Tityridae"
15350,"Cinereous Mourner","Laniocera hypopyrra","Tityridae"
15351,"Speckled Mourner","Laniocera rufescens","Tityridae"
15355,"White-browed Purpletuft","Iodopleura isabellae","Tityridae"
15358,"Dusky Purpletuft","Iodopleura fusca","Tityridae"
15359,"Buff-throated Purpletuft","Iodopleura pipra","Tityridae"
15362,"Shrike-like Cotinga","Laniisoma elegans","Tityridae"
15368,"White-naped Xenopsaris","Xenopsaris albinucha","Tityridae"
15371,"Green-backed Becard","Pachyramphus viridis","Tityridae"
15377,"Barred Becard","Pachyramphus versicolor","Tityridae"
15381,"Slaty Becard","Pachyramphus spodiurus","Tityridae"
15382,"Cinereous Becard","Pachyramphus rufus","Tityridae"
15385,"Cinnamon Becard","Pachyramphus cinnamomeus","Tityridae"
15390,"Chestnut-crowned Becard","Pachyramphus castaneus","Tityridae"
15396,"White-winged Becard","Pachyramphus polychopterus","Tityridae"
15405,"Black-and-white Becard","Pachyramphus albogriseus","Tityridae"
15411,"Gray-collared Becard","Pachyramphus major","Tityridae"
15418,"Black-capped Becard","Pachyramphus marginatus","Tityridae"
15421,"Glossy-backed Becard","Pachyramphus surinamus","Tityridae"
15422,"Rose-throated Becard","Pachyramphus aglaiae","Tityridae"
15431,"Jamaican Becard","Pachyramphus niger","Tityridae"
15432,"One-colored Becard","Pachyramphus homochrous","Tityridae"
15436,"Pink-throated Becard","Pachyramphus minor","Tityridae"
15437,"Crested Becard","Pachyramphus validus","Tityridae"
15441,"Sharpbill","Oxyruncus cristatus","Oxyruncidae"
15448,"Royal Flycatcher","Onychorhynchus coronatus","Oxyruncidae"
15457,"Ruddy-tailed Flycatcher","Terenotriccus erythrurus","Oxyruncidae"
15466,"Tawny-breasted Flycatcher","Myiobius villosus","Oxyruncidae"
15471,"Sulphur-rumped Flycatcher","Myiobius sulphureipygius","Oxyruncidae"
15474,"Whiskered Flycatcher","Myiobius barbatus","Oxyruncidae"
15481,"Black-tailed Flycatcher","Myiobius atricaudus","Oxyruncidae"
15493,"Wing-barred Piprites","Piprites chloris","Tyrannidae"
15501,"Gray-headed Piprites","Piprites griseiceps","Tyrannidae"
15502,"Black-capped Piprites","Piprites pileata","Tyrannidae"
15503,"Cinnamon Manakin-Tyrant","Neopipo cinnamomea","Tyrannidae"
15506,"Kinglet Calyptura","Calyptura cristata","Tyrannidae"
15507,"Cinnamon-crested Spadebill","Platyrinchus saturatus","Tyrannidae"
15510,"Stub-tailed Spadebill","Platyrinchus cancrominus","Tyrannidae"
15511,"White-throated Spadebill","Platyrinchus mystaceus","Tyrannidae"
15528,"Golden-crowned Spadebill","Platyrinchus coronatus","Tyrannidae"
15532,"Yellow-throated Spadebill","Platyrinchus flavigularis","Tyrannidae"
15535,"White-crested Spadebill","Platyrinchus platyrhynchos","Tyrannidae"
15540,"Russet-winged Spadebill","Platyrinchus leucoryphus","Tyrannidae"
15542,"Many-colored Rush Tyrant","Tachuris rubrigastra","Tyrannidae"
15547,"Streak-necked Flycatcher","Mionectes striaticollis","Tyrannidae"
15552,"Olive-striped Flycatcher","Mionectes olivaceus","Tyrannidae"
15560,"Ochre-bellied Flycatcher","Mionectes oleagineus","Tyrannidae"
15568,"McConnell's Flycatcher","Mionectes macconnelli","Tyrannidae"
15574,"Sierra de Lema Flycatcher","Mionectes roraimae","Tyrannidae"
15576,"Gray-hooded Flycatcher","Mionectes rufiventris","Tyrannidae"
15578,"Sepia-capped Flycatcher","Leptopogon amaurocephalus","Tyrannidae"
15585,"Slaty-capped Flycatcher","Leptopogon superciliaris","Tyrannidae"
15589,"Rufous-breasted Flycatcher","Leptopogon rufipectus","Tyrannidae"
15590,"Inca Flycatcher","Leptopogon taczanowskii","Tyrannidae"
15591,"Variegated Bristle-Tyrant","Phylloscartes poecilotis","Tyrannidae"
15592,"Chapman's Bristle-Tyrant","Phylloscartes chapmani","Tyrannidae"
15595,"Marble-faced Bristle-Tyrant","Phylloscartes ophthalmicus","Tyrannidae"
15599,"Venezuelan Bristle-Tyrant","Phylloscartes venezuelanus","Tyrannidae"
15600,"Antioquia Bristle-Tyrant","Phylloscartes lanyoni","Tyrannidae"
15601,"Spectacled Bristle-Tyrant","Phylloscartes orbitalis","Tyrannidae"
15602,"Southern Bristle-Tyrant","Phylloscartes eximius","Tyrannidae"
15603,"Mottle-cheeked Tyrannulet","Phylloscartes ventralis","Tyrannidae"
15607,"Restinga Tyrannulet","Phylloscartes kronei","Tyrannidae"
15608,"Bahia Tyrannulet","Phylloscartes beckeri","Tyrannidae"
15609,"Yellow-green Tyrannulet","Phylloscartes flavovirens","Tyrannidae"
15610,"Olive-green Tyrannulet","Phylloscartes virescens","Tyrannidae"
15611,"Ecuadorian Tyrannulet","Phylloscartes gualaquizae","Tyrannidae"
15612,"Black-fronted Tyrannulet","Phylloscartes nigrifrons","Tyrannidae"
15613,"Rufous-browed Tyrannulet","Phylloscartes superciliaris","Tyrannidae"
15617,"Alagoas Tyrannulet","Phylloscartes ceciliae","Tyrannidae"
15618,"Rufous-lored Tyrannulet","Phylloscartes flaviventris","Tyrannidae"
15619,"Cinnamon-faced Tyrannulet","Phylloscartes parkeri","Tyrannidae"
15620,"Minas Gerais Tyrannulet","Phylloscartes roquettei","Tyrannidae"
15621,"Sao Paulo Tyrannulet","Phylloscartes paulista","Tyrannidae"
15622,"Oustalet's Tyrannulet","Phylloscartes oustaleti","Tyrannidae"
15623,"Serra do Mar Tyrannulet","Phylloscartes difficilis","Tyrannidae"
15624,"Bay-ringed Tyrannulet","Phylloscartes sylviolus","Tyrannidae"
15626,"Bronze-olive Pygmy-Tyrant","Pseudotriccus pelzelni","Tyrannidae"
15633,"Hazel-fronted Pygmy-Tyrant","Pseudotriccus simplex","Tyrannidae"
15634,"Rufous-headed Pygmy-Tyrant","Pseudotriccus ruficeps","Tyrannidae"
15635,"Ringed Antpipit","Corythopis torquatus","Tyrannidae"
15639,"Southern Antpipit","Corythopis delalandi","Tyrannidae"
15640,"Eared Pygmy-Tyrant","Myiornis auricularis","Tyrannidae"
15644,"White-bellied Pygmy-Tyrant","Myiornis albiventris","Tyrannidae"
15645,"Black-capped Pygmy-Tyrant","Myiornis atricapillus","Tyrannidae"
15646,"Short-tailed Pygmy-Tyrant","Myiornis ecaudatus","Tyrannidae"
15649,"Scale-crested Pygmy-Tyrant","Lophotriccus pileatus","Tyrannidae"
15655,"Double-banded Pygmy-Tyrant","Lophotriccus vitiosus","Tyrannidae"
15660,"Long-crested Pygmy-Tyrant","Lophotriccus eulophotes","Tyrannidae"
15661,"Helmeted Pygmy-Tyrant","Lophotriccus galeatus","Tyrannidae"
15663,"Pale-eyed Pygmy-Tyrant","Atalotriccus pilaris","Tyrannidae"
15668,"Northern Bentbill","Oncostoma cinereigulare","Tyrannidae"
15669,"Southern Bentbill","Oncostoma olivaceum","Tyrannidae"
15670,"Snethlage's Tody-Tyrant","Hemitriccus minor","Tyrannidae"
15675,"Yungas Tody-Tyrant","Hemitriccus spodiops","Tyrannidae"
15676,"Acre Tody-Tyrant","Hemitriccus cohnhafti","Tyrannidae"
15677,"Flammulated Pygmy-Tyrant","Hemitriccus flammulatus","Tyrannidae"
15680,"Drab-breasted Pygmy-Tyrant","Hemitriccus diops","Tyrannidae"
15681,"Brown-breasted Pygmy-Tyrant","Hemitriccus obsoletus","Tyrannidae"
15684,"Boat-billed Tody-Tyrant","Hemitriccus josephinae","Tyrannidae"
15685,"White-eyed Tody-Tyrant","Hemitriccus zosterops","Tyrannidae"
15688,"White-bellied Tody-Tyrant","Hemitriccus griseipectus","Tyrannidae"
15691,"Eye-ringed Tody-Tyrant","Hemitriccus orbitatus","Tyrannidae"
15692,"Johannes's Tody-Tyrant","Hemitriccus iohannis","Tyrannidae"
15693,"Stripe-necked Tody-Tyrant","Hemitriccus striaticollis","Tyrannidae"
15696,"Hangnest Tody-Tyrant","Hemitriccus nidipendulus","Tyrannidae"
15699,"Pearly-vented Tody-Tyrant","Hemitriccus margaritaceiventer","Tyrannidae"
15709,"Pelzeln's Tody-Tyrant","Hemitriccus inornatus","Tyrannidae"
15710,"Zimmer's Tody-Tyrant","Hemitriccus minimus","Tyrannidae"
15711,"Black-throated Tody-Tyrant","Hemitriccus granadensis","Tyrannidae"
15719,"Cinnamon-breasted Tody-Tyrant","Hemitriccus cinnamomeipectus","Tyrannidae"
15720,"Buff-breasted Tody-Tyrant","Hemitriccus mirandae","Tyrannidae"
15721,"Kaempfer's Tody-Tyrant","Hemitriccus kaempferi","Tyrannidae"
15722,"Buff-throated Tody-Tyrant","Hemitriccus rufigularis","Tyrannidae"
15723,"Fork-tailed Pygmy-Tyrant","Hemitriccus furcatus","Tyrannidae"
15725,"Rufous-crowned Tody-Flycatcher","Poecilotriccus ruficeps","Tyrannidae"
15730,"Johnson's Tody-Flycatcher","Poecilotriccus luluae","Tyrannidae"
15731,"White-cheeked Tody-Flycatcher","Poecilotriccus albifacies","Tyrannidae"
15732,"Black-and-white Tody-Flycatcher","Poecilotriccus capitalis","Tyrannidae"
15733,"Buff-cheeked Tody-Flycatcher","Poecilotriccus senex","Tyrannidae"
15734,"Ruddy Tody-Flycatcher","Poecilotriccus russatus","Tyrannidae"
15735,"Ochre-faced Tody-Flycatcher","Poecilotriccus plumbeiceps","Tyrannidae"
15740,"Smoky-fronted Tody-Flycatcher","Poecilotriccus fumifrons","Tyrannidae"
15743,"Rusty-fronted Tody-Flycatcher","Poecilotriccus latirostris","Tyrannidae"
15751,"Slate-headed Tody-Flycatcher","Poecilotriccus sylvia","Tyrannidae"
15757,"Golden-winged Tody-Flycatcher","Poecilotriccus calopterus","Tyrannidae"
15758,"Black-backed Tody-Flycatcher","Poecilotriccus pulchellus","Tyrannidae"
15760,"Black-chested Tyrant","Taeniotriccus andrei","Tyrannidae"
15763,"Spotted Tody-Flycatcher","Todirostrum maculatum","Tyrannidae"
15769,"Gray-headed Tody-Flycatcher","Todirostrum poliocephalum","Tyrannidae"
15770,"Common Tody-Flycatcher","Todirostrum cinereum","Tyrannidae"
15780,"Maracaibo Tody-Flycatcher","Todirostrum viridanum","Tyrannidae"
15781,"Black-headed Tody-Flycatcher","Todirostrum nigriceps","Tyrannidae"
15782,"Painted Tody-Flycatcher","Todirostrum pictum","Tyrannidae"
15783,"Yellow-browed Tody-Flycatcher","Todirostrum chrysocrotaphum","Tyrannidae"
15790,"Brownish Twistwing","Cnipodectes subbrunneus","Tyrannidae"
15793,"Rufous Twistwing","Cnipodectes superrufus","Tyrannidae"
15794,"Eye-ringed Flatbill","Rhynchocyclus brevirostris","Tyrannidae"
15798,"Olivaceous Flatbill","Rhynchocyclus olivaceus","Tyrannidae"
15810,"Pacific Flatbill","Rhynchocyclus pacificus","Tyrannidae"
15811,"Fulvous-breasted Flatbill","Rhynchocyclus fulvipectus","Tyrannidae"
15813,"Yellow-olive Flycatcher","Tolmomyias sulphurescens","Tyrannidae"
15831,"Orange-eyed Flycatcher","Tolmomyias traylori","Tyrannidae"
15832,"Yellow-margined Flycatcher","Tolmomyias assimilis","Tyrannidae"
15843,"Gray-crowned Flycatcher","Tolmomyias poliocephalus","Tyrannidae"
15847,"Yellow-breasted Flycatcher","Tolmomyias flaviventris","Tyrannidae"
15857,"Cinnamon Flycatcher","Pyrrhomyias cinnamomeus","Tyrannidae"
15866,"Cliff Flycatcher","Hirundinea ferruginea","Tyrannidae"
15873,"Ornate Flycatcher","Myiotriccus ornatus","Tyrannidae"
15880,"Handsome Flycatcher","Nephelomyias pulcher","Tyrannidae"
15884,"Orange-banded Flycatcher","Nephelomyias lintoni","Tyrannidae"
15885,"Ochraceous-breasted Flycatcher","Nephelomyias ochraceiventris","Tyrannidae"
15886,"Yellow-bellied Tyrannulet","Ornithion semiflavum","Tyrannidae"
15887,"Brown-capped Tyrannulet","Ornithion brunneicapillus","Tyrannidae"
15888,"White-lored Tyrannulet","Ornithion inerme","Tyrannidae"
15889,"Northern Beardless-Tyrannulet","Camptostoma imberbe","Tyrannidae"
15890,"Southern Beardless-Tyrannulet","Camptostoma obsoletum","Tyrannidae"
15906,"Suiriri Flycatcher","Suiriri suiriri","Tyrannidae"
15910,"White-tailed Tyrannulet","Mecocerculus poecilocercus","Tyrannidae"
15911,"Buff-banded Tyrannulet","Mecocerculus hellmayri","Tyrannidae"
15912,"White-banded Tyrannulet","Mecocerculus stictopterus","Tyrannidae"
15916,"White-throated Tyrannulet","Mecocerculus leucophrys","Tyrannidae"
15928,"Rufous-winged Tyrannulet","Mecocerculus calopterus","Tyrannidae"
15929,"Sulphur-bellied Tyrannulet","Mecocerculus minor","Tyrannidae"
15930,"Black-crested Tit-Tyrant","Anairetes nigrocristatus","Tyrannidae"
15931,"Pied-crested Tit-Tyrant","Anairetes reguloides","Tyrannidae"
15934,"Ash-breasted Tit-Tyrant","Anairetes alpinus","Tyrannidae"
15937,"Yellow-billed Tit-Tyrant","Anairetes flavirostris","Tyrannidae"
15942,"Tufted Tit-Tyrant","Anairetes parulus","Tyrannidae"
15946,"Juan Fernandez Tit-Tyrant","Anairetes fernandezianus","Tyrannidae"
15948,"Agile Tit-Tyrant","Uromyias agilis","Tyrannidae"
15949,"Unstreaked Tit-Tyrant","Uromyias agraphia","Tyrannidae"
15953,"Mouse-colored Tyrannulet","Phaeomyias murina","Tyrannidae"
15964,"Cocos Flycatcher","Nesotriccus ridgwayi","Tyrannidae"
15965,"Yellow Tyrannulet","Capsiempis flaveola","Tyrannidae"
15971,"Bearded Tachuri","Polystictus pectoralis","Tyrannidae"
15975,"Gray-backed Tachuri","Polystictus superciliaris","Tyrannidae"
15976,"Sharp-tailed Tyrant","Culicivora caudacuta","Tyrannidae"
15977,"Crested Doradito","Pseudocolopteryx sclateri","Tyrannidae"
15978,"Subtropical Doradito","Pseudocolopteryx acutipennis","Tyrannidae"
15979,"Dinelli's Doradito","Pseudocolopteryx dinelliana","Tyrannidae"
15980,"Warbling Doradito","Pseudocolopteryx flaviventris","Tyrannidae"
15981,"Ticking Doradito","Pseudocolopteryx citreola","Tyrannidae"
15984,"Yellow-crowned Tyrannulet","Tyrannulus elatus","Tyrannidae"
15985,"Forest Elaenia","Myiopagis gaimardii","Tyrannidae"
15991,"Gray Elaenia","Myiopagis caniceps","Tyrannidae"
15997,"Foothill Elaenia","Myiopagis olallai","Tyrannidae"
16001,"Pacific Elaenia","Myiopagis subplacens","Tyrannidae"
16002,"Yellow-crowned Elaenia","Myiopagis flavivertex","Tyrannidae"
16003,"Jamaican Elaenia","Myiopagis cotta","Tyrannidae"
16004,"Greenish Elaenia","Myiopagis viridicata","Tyrannidae"
16018,"Plain-crested Elaenia","Elaenia cristata","Tyrannidae"
16021,"Rufous-crowned Elaenia","Elaenia ruficeps","Tyrannidae"
16022,"Slaty Elaenia","Elaenia strepera","Tyrannidae"
16023,"Mottle-backed Elaenia","Elaenia gigas","Tyrannidae"
16024,"Small-headed Elaenia","Elaenia sordida","Tyrannidae"
16025,"Great Elaenia","Elaenia dayi","Tyrannidae"
16029,"Highland Elaenia","Elaenia obscura","Tyrannidae"
16030,"Yellow-bellied Elaenia","Elaenia flavogaster","Tyrannidae"
16035,"Small-billed Elaenia","Elaenia parvirostris","Tyrannidae"
16036,"Brownish Elaenia","Elaenia pelzelni","Tyrannidae"
16037,"Large Elaenia","Elaenia spectabilis","Tyrannidae"
16038,"Noronha Elaenia","Elaenia ridleyana","Tyrannidae"
16039,"Olivaceous Elaenia","Elaenia mesoleuca","Tyrannidae"
16040,"Lesser Elaenia","Elaenia chiriquensis","Tyrannidae"
16043,"Coopmans's Elaenia","Elaenia brachyptera","Tyrannidae"
16044,"White-crested Elaenia","Elaenia albiceps","Tyrannidae"
16053,"Sierran Elaenia","Elaenia pallatangae","Tyrannidae"
16057,"Mountain Elaenia","Elaenia frantzii","Tyrannidae"
16062,"Tepui Elaenia","Elaenia olivina","Tyrannidae"
16065,"Caribbean Elaenia","Elaenia martinica","Tyrannidae"
16075,"Greater Antillean Elaenia","Elaenia fallax","Tyrannidae"
16079,"Torrent Tyrannulet","Serpophaga cinerea","Tyrannidae"
16082,"River Tyrannulet","Serpophaga hypoleuca","Tyrannidae"
16086,"Sooty Tyrannulet","Serpophaga nigricans","Tyrannidae"
16087,"White-crested Tyrannulet","Serpophaga subcristata","Tyrannidae"
16090,"White-bellied Tyrannulet","Serpophaga munda","Tyrannidae"
16092,"Straneck's Tyrannulet","Serpophaga griseicapilla","Tyrannidae"
16095,"Rough-legged Tyrannulet","Phyllomyias burmeisteri","Tyrannidae"
16103,"Greenish Tyrannulet","Phyllomyias virescens","Tyrannidae"
16104,"Reiser's Tyrannulet","Phyllomyias reiseri","Tyrannidae"
16105,"Urich's Tyrannulet","Phyllomyias urichi","Tyrannidae"
16106,"Sclater's Tyrannulet","Phyllomyias sclateri","Tyrannidae"
16109,"Planalto Tyrannulet","Phyllomyias fasciatus","Tyrannidae"
16113,"Yungas Tyrannulet","Phyllomyias weedeni","Tyrannidae"
16114,"Sooty-headed Tyrannulet","Phyllomyias griseiceps","Tyrannidae"
16119,"Black-capped Tyrannulet","Phyllomyias nigrocapillus","Tyrannidae"
16123,"Ashy-headed Tyrannulet","Phyllomyias cinereiceps","Tyrannidae"
16124,"Tawny-rumped Tyrannulet","Phyllomyias uropygialis","Tyrannidae"
