Keyname	Author	Date	Title	Journal	Vol:Pages	Class	Order	Family	Genus	species	Common Name	Region	Habitat	Observation	Food	Benthic Inverts	Comments	Occurrence
Baker, 1977	Baker, Myron C.	1977	Shorebird food habits in the eastern Canadian arctic	The Condor	79: 56-62	Aves	Charadriiformes	Scolopacidae	_Lobipes_	_lobatus_	Northern Phalarope	Circumpolar, winters at sea to S.Hemisphere	Ocean, bays, ponds, tundra (summer)	Stomach contents	Chironomidae, Tipulidae, Dolichopodidae, Cyclorrapha, snails, Chrysomelidae, spiders, Muscidae, Ceratopogonidae, Dytiscidae, Psychodidae, adult Coleoptera, larval Diptera, misc. Ephydridae, Gyrinidae, Syrphidae, Trichoptera, and Homoptera	Mollusca			
Baker, 1977	Baker, Myron C.	1977	Shorebird food habits in the eastern Canadian arctic	The Condor	79: 56-62	Aves	Charadriiformes	Scolopacidae	_Limnodromus_	_griseus_	Short-billed Dowitcher	South Alaska, Canada, winters south U.S. to Brazil	Mudflats, tidal marshes, pond edges	Stomach contents	Chironomidae, Tipulidae, Dolichopodidae, Cyclorrapha, snails, Chrysomelidae, spiders, Muscidae, Ceratopogonidae, Dytiscidae, Psychodidae, adult Coleoptera, larval Diptera, misc. Ephydridae, Gyrinidae, Syrphidae, Trichoptera, Homoptera	Mollusca			
Baker, 1977	Baker, Myron C.	1977	Shorebird food habits in the eastern Canadian arctic	The Condor	79: 56-62	Aves	Charadriiformes	Scolopacidae	_Micropalama_	_himantopus_	Stilt Sandpiper	American arctic, winters south U.S. to Argentina	Shallow pools, mudflats, marshes, tundra (summer)	Stomach contents	Chironomidae, Tipulidae, Dolichopopidae, Cyclorrapha, snails, Chrysomelidae, spiders, Muscidae, Ceratopogonidae, Dytiscidae, Psychodidae, adult Coleoptera, larval Diptera, misc. Ephydridae, Gyrinidae, Syrphidae, Trichoptera, and Homoptera	Mollusca			
Baker, 1977	Baker, Myron C.	1977	Shorebird food habits in the eastern Canadian arctic	The Condor	79: 56-62	Aves	Charadriiformes	Scolopacidae	_Calidris_	_minutilla_	Least Sandpiper	Alaska, Canada, winters south U.S. to Brazil	Mudflats, grassy marshes, rainpools, shores	Stomach contents	Chironomidae, Tipulidae, Dolichopodidae, Cyclorrapha, Chironomidae, snails, Chrysomelidae, spiders, Muscidae, Ceratopogonidae, Dytiscidae, Psychodidae, adult Coleoptera, larval Diptera, misc. Ephydridae, Gyrinidae, Syrphidae, Trichoptera and Homoptera	Mollusca			
Baker, 1977	Baker, Myron C.	1977	Shorebird food habits in the eastern Canadian arctic	The Condor	79: 56-62	Aves	Charadriiformes	Scolopacidae	_Calidris_	_alpina_	Dunlin	Arctic, circumpolar, winters from coasts of U.S., south Eurasia to Mexico, north Africa, India	Tidal flats, beaches, muddy pools, wet tundra in summer	Stomach contents	Chironomidae, Tipulidae, Dolichopodidae, Cyclorrapha, snails, Chrysomelidae, spiders, Muscidae, Ceratopogonidae, Dytiscidae, Psychodidae, adult Coleoptera, larval Diptera, misc. Ephydridae, Gyrinidae, Syrphidae, Trichoptera, and Homoptera	Mollusca			
Baker, 1977	Baker, Myron C.	1977	Shorebird food habits in the eastern Canadian arctic	The Condo  	79: 56-62	Aves 	Charadriiformes	Scolopacidae	_Calidris_	_pusilla_	Semipalmated Sandpiper	Breeds in N.American arctic, migrates mainly east of the Rockies (scarcer on west coast)	Beaches, mudflats, tundra in summer	Stomach contents	Chironomidae, Tipulidae, Dolichopodidae, Cyclorrapha, snails, Chrysomelidae, spiders, Muscidae, Ceratopogonidae, Dytiscidae, Psychodidae, adult Coleoptera, larval Diptera, misc. Ephydridae, Gyrinidae, Syrphidae, Trichoptera, and Homoptera	Mollusca			
Baker, 1977	Baker, Myron C.	1977	Shorebird food habits in the eastern Canadian arctic	The Condor	79: 56-62	Aves	Charadriiformes	Scolopacidae	_Limosa_	_haemastica_	Hudsonian Godwit	Mainly arctic Canada, winters in S.America	Beaches, prairie pools, tundra in summer	Stomach contents	Chironomidae, Tipulidae, Dolichopodidae, Cyclorrapha, snails, Chrysomelidae, spiders, Muscidae, Ceratopogonidae, Dytiscidae, Psychodidae, adult Coleoptera, larval Diptera, misc. Ephydridae, Gyrinidae, Syrphidae, Trichoptera, and Homoptera	Mollusca			
Baker, 1977	Baker, Myron C.	1977	Shorebird food habits in the eastern Canadian arctic	The Condor	79: 56-62	Aves	Charadriiformes	Charadriidae	_Pluvialis_	_dominica_	Golden Plover	Breeds across north Siberia and in northwest Alaska, winters in southeast Asia, Australia, Pacific Islands	Prairies, mudflats, shores, tundra in summer	Stomach contents	Chironomidae, Tipulidae, Dolichopodidae, Cyclorrapha, snails, Chrysomelidae, spiders, Muscidae, Ceratopogonidae, Dytiscidae, Psychodidae, adult Coleoptera, larval Diptera, misc. Ephydridae, Gyrinidae, Syrphidae, Trichoptera, and Homoptera	Mollusca			
Baker, 1977	Baker, Myron C.	1977	Shorebird food habits in the eastern Canadian arctic	The Condor	79: 56-62	Aves	Charadriiformes	Charadriidae	_Charadrius_	_semipalmatus_	Semipalmated Plover	Arctic and subarctic America, winters to S.America 	Shores, tideflats, tundra	Stomach contents	Chironomidae, Tipulidae, Dolichopodidae, Cyclorrapha, snails, Chrysomelidae, spiders, Muscidae, Ceratopogonidae, Dytiscidae, Psychodidae, adult Coleoptera, larval Diptera, misc. Ephydridae, Gyrinidae, Syrphidae, Trichoptera, and Homoptera	Mollusca			
Baltz, 1977	Baltz and Morejohn	1977	Food habits and niche overlap of seabirds wintering on Monterey Bay, California	The Auk	94: 526-543	Aves	Gaviiformes	Gaviidae	_Gavia_	_artica_	Arctic Loon	N.Eurasia, northwest N.America, winters along coasts to Mediterranean, India, northwest Mexico	Tundra lakes (summer), oceans	Stomach contents	Loligo opalescens	Mollusca                                     Cephalopoda                                    _Loligo_ _opalescens_			
Baltz, 1977	Baltz and Morejohn	1977	Food habits and niche overlap of seabirds wintering on Monterey Bay, California	The Auk	94: 526-543	Aves	Pelecaniformes	Phalacrocoracidae	_Phalacrocorax_	_penicillatus_	Brandt's Cormorant	Pacific coast of North America	Ocean, coast, littoral, nests colonially on sea cliffs	Stomach contents	Loligo opalescens, Cymothoidae (?Aegathoa), Lironeca vulgaris	Mollusca                                     Cephalopoda                                    _Loloigo_ _opalescens_  _Lironeca_ _vulgaris_			
Baltz, 1977	Baltz and Morejohn	1977	Food habits and niche overlap of seabirds wintering on Monterey Bay, California	The Auk	94: 526-543	Aves	Procellariiformes	Procellariidae	_Puffinus_	_creatopus_	Pink-footed Shearwater	Breeds on islands off Chile	Oceans 	Stomach contents	Loligo opalescens, Onychoteuthis borealijaponicus, unidentified cephalopod  	Mollusca                                    Cephalopoda                                    _Loligo_ _opalescens_                   _Onychoteuthis_ _borealijaponicus_			
Baltz, 1977	Baltz and Morejohn	1977	Food habits and niche overlap of seabirds wintering on Monterey Bay, California	The Auk	94: 526-543	Aves	Procellariiformes	Procellariidae	_Puffinus_	_griseus_	Sooty Shearwater	Breeds off S.Australia, New Zealand, south S.America	Oceans	Stomach contents	Loligo opalescens, two species of unidentified cephalopods, Thysanoessa spinifera, unidentified crustaceans	Mollusca                   Arthropoda                  Cephalopoda                Crustacea                     _Loligo_ _opalescens_      _Thysanoessa_ _spinifera_			
Baltz, 1977	Baltz and Morejohn	1977	Food habits and niche overlap of seabirds wintering on Monterey Bay, California	The Auk	94: 526-543	Aves	Procellariiformes	Procellariidae	_Puffinus_	_tenuirostris_	Short-tailed Shearwater	Breeds on islands off south Australia	Oceans	Stomach contents	Loligo opalescens, Onychoteuthis borealijaponicus, unidentified cephalopod	Mollusca                                     Cephalopoda                                     _Loligo_ _opalescens_                   _Onychoteuthis_ _borealijaponicus_			
Baltz, 1977	Baltz and Morejohn	1977	Food habits and niche overlap of seabirds wintering on Monterey Bay, California	The Auk	94: 526-543	Aves	Charadriiformes	Laridae	_Larus_	_glaucescens_	Glaucous-winged Gull	Komandorskie Island to northwest Oregon, winters to west Mexico	Coastal	Stomach contents	Loligo opalescens, Onychoteuthis borealijaponicus, unidentified cephalopod, Blepharipoda occidentalis, unidentified crustacean	Mollusca                                     Cephalopoda                                     _Loligo_ _opalescens_                   _Onychoteuthis_ _borealijaponicus_                                                      Arthropoda                                     Crustacea                                       Decapoda                                 _Blepharipoda_ _occidentalis_			
Baltz, 1977	Baltz and Morejohn	1977	Food habits and niche overlap of seabirds wintering on Monterey Bay, California	The Auk	94: 526-543	Aves 	Charadriiformes	Laridae	_Larus_	_heermanni_	Heerman's Gull	Breeds mainly on islands off coast of northwest Mexico	Coast and nearby open ocean	Stomach contents	Loligo opalescens, Gonatus sp., unidentified cephalopod, Perineries monterea, Neanthes brandti	Mollusca                                     Cephalopoda                                     _Loligo_ _opalescens_ _Gonatus_                                                             Annelida                                      Polychaeta                                    _Neanthes_ _brandti_			
Baynard, 1912	*Baynard, O. E.	1912				Aves	Herodiones	Ardeidae	_Egretta_	_candidissima_ _candidissima_	Snowy Egrett			gut contents (disgorged meals of 50 young)	Arthopoda, Insecta, Orthoptera, grasshoppers, Lepidoptera, cutworms, Crustacea, Decapoda, crayfish, Reptilia, Amphibia, Pisces	Arthropoda                                     Crustacea                                       Decapoda		breeding and winter range	
Baynard, 1912	*Baynard, O. E. 	1912				Aves	Herodiones	Ardeidae	_Florida_	_caerulea_	Little Blue Heron,			gut contents (50 meals of young plus one adult)	Arthopoda, Insecta, Orthoptera, grasshoppers, Lepidoptera, cutworms, Crustacea, Decapoda, crayfish, Reptilia, Amphibia,	Arthropoda                                     Crustacea                                       Decapoda		breeding and winter range	
Wetmore, 1916	*Wetmore, A.	1916				Aves	Herodiones	Ardeidae	_Florida_	_caerulea_	Little Blue Heron,	Pueto Rico		gut contents (50 meals of young plus one adult)	Arthopoda, Insecta, Orthoptera, mole crickets, locusts and grasshoppers, insects, Crustacea, Decapoda, crabs and shrimp, Reptilia  	Arthropoda                                     Crustacea                                       Decapoda		breeding and winter range	
Gross, 1923	*Gross,	1923				Aves	Herodiones	Ardeidae	_Nycticorax_	_nycticorax_ _naevius_	Black Crowned Night Heron				Arthopoda, Insecta, Coleoptera, beetles, Odonata, dragonfly nymphs, Diptera, flies, Crustacea, Decapoda, crabs and shrimp, Amphipoda, sandhoppers, Mollusca, Cephalopoda, squid, Annelida, Polychaeta, _Nereis_ _virens_, Amphibia, Pisces	Arthropoda                Mollusca                       Crustacea                 Cephalopoda                    Decapoda   Amphipoda                                  Annelida                                     Polychaeta                                              _Nereis_ _virens_		breeding and winter range	
Bent, 1926	Bent, A. C.	1926	Life histories of North American shore birds. Smithsonian Institution, United States National Museum Bulletin 135: pp 254-260			Aves	Paludicolae	Aramidae	_Aramus_	_vociferus_ _vociferus_ 	Limpkin	FL, GA	swamps (Okefinokee)		Arthopoda, Insecta, aquatic insects, Crustacea, Mollusca, Annelida, Oligochaeta, worms, Reptilia, Amphibia   	Arthropoda      Mollusca      Annelida                   Crustacea                     Oligochaeta 			
Baker, 1977	Baker, Myron C.	1977	Shorebird food habits in the eastern Canadian arctic	The Condor 	79: 56-62	Aves 	Charadriiformes	Scolopacidae	_Calidris_	_pusilla_	Semipalmated Sandpiper	Breeds in N.American arctic, migrates mainly east of the Rockies (scarcer on west coast)	Beaches, mudflats, tundra in summer	Stomach contents	Chironomidae, Tipulidae, Dolichopodidae, Cyclorrapha, snails, Chrysomelidae, spiders, Muscidae, Ceratopogonidae, Dytiscidae, Psychodidae, adult Coleoptera, larval Diptera, misc. Ephydridae, Gyrinidae, Syrphidae, Trichoptera, and Homoptera	Mollusca			
Baltz, 1977	Baltz and Morejohn	1977	Food habits and niche overlap of seabirds wintering on Monterey Bay, California	The Auk	94: 526-543	Aves	Charadriiformes	Laridae	_Larus_	_glaucescens_	Glaucous-winged Gull	Komandorskie Island to northwest Oregon, winters to west Mexico	Coastal	Stomach contents	Loligo opalescens, Onychoteuthis borealijaponicus, unidentified cephalopod, Blepharipoda occidentalis, unidentified crustacean	Mollusca                                     Cephalopoda                                     _Loligo_ _opalescens_                   _Onychoteuthis_ _borealijaponicus_                           Arthropoda                                     Crustacea                                       Decapoda                                 _Blepharipoda_ _occidentalis_			
Baltz, 1977	Baltz and Morejohn	1977	Food habits and niche overlap of seabirds wintering on Monterey Bay, California	The Auk	94: 526-543	Aves	Charadriiformes	Laridae	_Larus_	_philadelphia_	Bonaparte's Gull	Alaska, west and central Canada, winters from north U.S. to Mexico, Puerto Rico	Ocean bays, lakes, muskeg	Stomach contents	Nereid spp., Hyale sp., unidentified amphipods, crab megalops, Idothea resecata, Idothea fewkesi, Euphausia sp., unidentified euphausiids, Pasiphaea pacifica, Thysanoessa spinifera, unidentified insects, maggots, pupae	Annelida                                       Polychaeta                                             Arthropoda     Arthropoda                      Crustacea      Crustacea                                 Decapoda       Amphipoda			
Baltz, 1977	Baltz and Morejohn	1977	Food habits and niche overlap of seabirds wintering on Monterey Bay, California	The Auk	94: 526-543	Aves	Charadriiformes	Laridae	_Larus_	_philadelphia_	Bonaparte's Gull	Alaska, west and central Canada, winters from north U.S. to Mexico, Puerto Rico	Ocean bays, lakes, muskeg	Stomach contents	Nereid spp., Hyale sp., unidentified amphipods, crab megalops, Idothea resecata, Idothea fewkesi, Euphausia sp., unidentified euphausiids, Pasiphaea pacifica, Thysanoessa spinifera, unidentified insects, maggots, pupae	Annelida                                       Polychaeta                                             Arthropoda     Arthropoda                      Crustacea      Crustacea                                 Decapoda       Amphipoda                    Arthropoda                                     Crustacea                                        Isopoda                                                  _Idothea_ _resecata_ _Idothea_ _fewkesi_			
Bartonek, 1972	Bartonek, James C.	1972	Summer foods of American widgeon, mallards, and a green-winged teal near Great Slave Lake, N.W.T.	The Canadian Field-Naturalist	86(4): 373-376	Aves 	Anseriformes	Anatidae	_Anas_	_platyrhynchos_	Mallard	Northern parts of N.Hemisphere, winters to Mexico, north Africa, India	Marshes, wooded swamps, grain fields, ponds, rivers, lakes, bays, city parks	Esophogeal contents	Amphipods (Amphipoda), larval horseflies (Tabanidae), larval predaceous diving beetles, adult mayflies, backswimmers (Notonectidae), adult leaf beetles, damselflies, leeches (Hirudinea), clam shrimps (Conchostraca), waterboatmen (Corixidae), larval caddis flies and snails (Gastropoda)	Arthropoda    Arthropoda                       Crustacea     Crustacea                        Amphipoda     Decapoda                       Annelida       Mollusca                        Hirudinea      Gastropoda			
Bartonek, 1972	Bartonek, James C.	1972	Summer foods of American widgeon, mallards, and a green-winged teal near Great Slave Lake, N.W.T.	The Canadian Field-Naturalist	86(4): 373-376	Aves 	Anseriformes	Anatidae	_Anas_	_platyrhynchos_	Mallard	Northern parts of N.Hemisphere, winters to Mexico, north Africa, India	Marshes, wooded swamps, grain fields, ponds, rivers, lakes, bays, city parks	Esophogeal contents	Amphipods (Amphipoda), larval horseflies (Tabanidae), larval predaceous diving beetles, adult mayflies, backswimmers (Notonectidae), adult leaf beetles, damselflies, leeches (Hirudinea), clam shrimps (Conchostraca), waterboatmen (Corixidae), larval caddis flies and snails (Gastropoda)	Arthropoda    Arthropoda                       Crustacea     Crustacea                           Amphipoda     Decapoda                        Annelida       Mollusca                          Hirudinea      Gastropoda			
Bartonek, 1972	Bartonek, James C.	1972	Summer foods of American widgeon, mallards, and a green-winged teal near Great Slave Lake, N.W.T.	The Canadian Field-Naturalist	86(4): 373-376	Aves	Anseriformes	Anatidae	_Anas_	_crecca_	Green-winged Teal	Northern parts of N.America, winters to Central America, W.Indies	Marshes, rivers, bays	Esophogeal contents	Orb snails (Planorbidae), pouch snails (Physidae), round-mouthed snails (Valvatidae), fingernail clams (Sphaeriidae), damselflies, caddis flies, midges, Hyalella azteca	Mollusca       Mollusca                       Gastropoda     Bivalvia                     Arthropoda                                     Crustacea                                      Amphipoda                                                _Hyallela_ _azteca_			
Bartonek, 1969	Bartonek and Hickey	1969	Food habits of canvasbacks, redheads, and lesser scaup in Manitoba	The Condor	71:280-290	Aves	Anseriformes	Anatidae	_Aythya_	_valisineria_	Canvasback	Alaska, west Canada, northwest U.S., winters to Mexico, Atlantic and Gulf coasts	Lakes, salt bays, estuaries, fresh marshes in summer	Stomach contents	Lymnaeidae, Physidae, Planorbidae, Trichoptera larvae and cases, Tedipedidae larvae, pupae, and occasional adult, Ephemeroptera nymphs, Zygoptera and Anisoptera nymphs, Corixidae nymphs and adults, Haliplidae and Dytiscidae larvae and adults, Stratomyidae larvae, adult Mallophaga, Hirudinea, cladoceran ephippia, ostrocods, arachnids	Arthropoda     Annelida                        Crustacea      Hirudinea                       Ostracoda			
Bartonek, 1969	Bartonek and Hickey	1969	Food habits of canvasbacks, redheads, and lesser scaup in Manitoba	The Condor	71: 280-290	Aves	Anseriformes	Anatidae	_Aythya_	_americana_	Redhead	West Canada, west and north-central U.S., winters to Mexico, W.Indies	Lakes, saltwater bays, estuaries, fresh water marshes in summer	Stomach contents	Trichoptera larvae and cases, Gastropoda, Cladocera adults and ephippia, Tendipedidae larvae and pupae, invertebrate eggs, misc. aquatic invertebrates, Corixidae	Arthropoda            Mollusca                 Crustacea             Gastropoda            Branchiopoda			
Bartonek, 1969	Bartonek and Hickey	1969	Food habits of canvasbacks, redheads, and lesser scaup in Manitoba	The Condor	71: 280-290	Aves	Anseriformes	Anatidae	_Aythya_	_affinis_	Lesser Scaup	Alaska, west Canada, northwest U.S., winters to north S.America	Lakes, bays, estuaries, marsh ponds in summer	Stomach contents	Amphipoda, Gastropoda, Tendipedidae, Corixidae, Coleoptera, Hirudinea, Trichoptera, misc. crustacea, misc. aquatic insects	Arthropoda    Mollusca       Annelida          Crustacea     Gastropoda     Hirudinea         Amphipoda			
Bayer, 1984	Bayer, Range D.	1984	Notes on the feeding behavior of gulls and crows on clams and crabs at the Yaquina Estuary, Oregon	Western Birds	15: 35-36	Aves	Passeriformes	Corvidae	_Corvus_	_brachyrhynchos_	Common Crow	Canada to south U.S., north Baja, California 	Woodlands, farms, fields, river groves, shores, towns, dumps	Field observation	Clinocardium nuttalli, Venerupis staminea, Cancer magister, Cancer productus	Arthropoda                                      Crustacea                                       Decapoda                                                _Cancer_ _magister_ _Cancer_ _productus_     Mollusca                                        Bivalvia                                                 _Venerupis_ _staminea_ _Clinocardium_ _nuttalli_			
Bayer, 1984	Bayer, Range D.	1984	Notes on the feeding behavior of gulls and crows on clams and crabs at the Yaquina Estuary, Oregon	Western Birds	15: 35-36	Aves	Passeriformes	Corvidae	_Corvus_	_brachyrhynchos_	Common Crow	Canada to south U.S., north Baja, California 	Woodlands, farms, fields, river groves, shores, towns, dumps	Field observation	Clinocardium nuttalli, Venerupis staminea, Cancer magister, Cancer productus	Arthropoda                                      Crustacea                                       Decapoda                                                _Cancer_ _magister_ _Cancer_ _productus_      Mollusca                                        Bivalvia                                                 _Venerupis_ _staminea_ _Clinocardium_ _nuttalli_			
Bayer, 1984	Bayer, Range D.	1984	Notes on the feeding behavior of gulls and crows on clams and crabs at the Yaquina Estuary, Oregon	Western Birds	15: 35-36	Aves 	Charadriiformes	Laridae	_Laurus_	_glaucescens_	Glaucous-winged gull	Komandorskie Island to northwest Oregon, winters to west Mexico	Coastal	Field observation	Clinocardium nuttalli, Venerupis staminea, Cancer magister, Cancer productus	Arthropoda                                               Crustacea                                       Decapoda                                                _Cancer_ _magister_ _Cancer_ _productus_     Mollusca                                        Bivalvia                                  _Clinocardium_ _nuttalli_ _Venerupis_ _staminea_			
Bayer, 1984	Bayer, Range D.	1984	Notes on the feeding behavior of gulls and crows on clams and crabs at the Yaquina Estuary, Oregon	Western Birds	15: 35-36	Aves 	Charadriiformes	Laridae	_Laurus_	_glaucescens_	Glaucous-winged gull	Komandorskie Island to northwest Oregon, winters to west Mexico	Coastal	Field observation	Clinocardium nuttalli, Venerupis staminea, Cancer magister, Cancer productus	Arthropoda                                               Crustacea                                        Decapoda                                                _Cancer_ _magister_ _Cancer_ _productus_     Mollusca                                        Bivalvia                                  _Clinocardium_ _nuttalli_ _Venerupis_ _staminea_			
Bayer, 1984	Bayer, Range D.	1984	Notes on the feeding behavior of gulls and crows on clams and crabs at the Yaquina Estuary, Oregon	Western Birds	15: 35-36	Aves 	Charadriiformes	Laridae	_Laurus_	_glaucescens_	Glaucous-winged gull	Komandorskie Island to northwest Oregon, winters to west Mexico	Coastal	Field observation	Clinocardium nuttalli, Venerupis staminea, Cancer magister, Cancer productus	Arthropoda                                               Crustacea                                         Decapoda                                                _Cancer_ _magister_ _Cancer_ _productus_      Mollusca                                        Bivalvia                                  _Clinocardium_ _nuttalli_ _Venerupis_ _staminea_			
Baynard, 1913	Baynard, Oscar E.	1913	Home life of the glossy ibis	The Wilson Bulletin	25(3): 103-117	Aves 	Ciconiiformes	Threskiornithinae	_Plegadis_	_autumnalis_	Glossy Ibis	East U.S., West Indies, south Eurasia, Africa, Australia	Marshes, rice fields, swamps	Field observation	Crayfish, cut worms, grasshoppers  	Arthropoda                                     Crustacea			
Baynard, 1913	Baynard, Oscar E.	1913	Home life of the glossy ibis	The Wilson Bulletin	25(3): 103-117	Aves 	Ciconiiformes	Threskiornithinae	_Plegadis_	_autumnalis_	Glossy Ibis	East U.S., West Indies, south Eurasia, Africa, Australia	Marshes, rice fields, swamps	Field observation	Crayfish, cut worms, grasshoppers  	Arthropoda                                      Crustacea                                                 Decapoda			
Beckwith, 1957	Beckwith and Hosford	1957	A report on seasonal food habits and life history notes of the Florida duck in the vicinity of Lake Okeechobee, Glades County, Florida	The American Midland Naturalist	57(2): 461-473	Aves	Anseriformes	Anatidae	_Anas_	_fulvigula_	Florida Duck	Florida to coastal Texas 	Marshes	Stomach contents	Hydrophilidae, Dytiscidae, Haliplidae, Hydraenidae, snails, Gastropoda, Pelecypoda, Decapoda, Hemiptera, Belostomatidae, Nepidae	Arthropoda    Mollusca        Mollusca                   Crustacea     Gastropoda      Bivalvia          Decapoda			
Beckwith, 1957	Beckwith and Hosford	1957	A report on seasonal food habits and life history notes of the Florida duck in the vicinity of Lake Okeechobee, Glades County, Florida	The American Midland Naturalist	57(2): 461-473	Aves	Anseriformes	Anatidae	_Anas_	_fulvigula_	Florida Duck	Florida to coastal Texas 	Marshes	Stomach contents	Hydrophilidae, Dytiscidae, Haliplidae, Hydraenidae, snails, Gastropoda, Pelecypoda, Decapoda, Hemiptera, Belostomatidae, Nepidae	Arthropoda    Mollusca        Mollusca                   Crustacea     Gastropoda      Bivalvia            Decapoda			
Beissinger, 1983	Beissinger, Steven R.	1983	Hunting behavior, prey selection, and energetics of snail kites in Guyana:  Consumer choice by a specialist	The Auk	100: 84-92	Aves	Falconiformes	Accipitridae	_Rostrhamus_	_sociabilis_	Snail Kite	Florida, West Indies, Mexico, to Argentina	Fresh marshes and canals with Pomacea snails	Field observation, collected snail shells dropped by birds	Pomacea dolioides, Pomacea glauca  	Mollusca                                      Gastropoda                                              _Pomacea_ _dolioides_ _Pomacea_ _glauca_			
Beintema, 1991	Beintema, Thissen, Tensen, and Visser	1991	Feeding ecology of charadriiform chicks in agricultural grassland	Ardea	79: 31-44	Aves	Charadriiformes	Charadriidae	_Vanellus_	_vanellus_	Northern Lapwing	Florida 		Faeces analysis	Lumbricidae, Gastropoda, Auchenorrhyncha, Sternorrhyncha, Neuroptera, Nematocera, Tipulidae, Chironomidae, Brachycera, Cyclorrhapha, Diptera, Hymenoptera, Coleoptera, Araneida, Stratiomydae, Tenthredinoidea, other arthropods	Mollusca                                      Gastropoda	Accidental from Eurasia		
Beintema, 1991	Beintema, Thissen, Tensen, and Visser	1991	Feeding ecology of charadriiform chicks in agricultural grassland	Ardea	79: 31-44	Aves	Charadriiformes	Scolopacidae	_Limosa_	_limosa_	Black-tailed Godwit	Florida		Faeces analysis	Lumbricidae, Gastropoda, Auchenorrhyncha, Sternorrhyncha, Neuroptera, Nematocera, Tipulidae, Chironomidae, Brachycera, Cyclorrhapha, Diptera, Hymenoptera, Coleoptera, Araneida, Stratiomyidae, Tenthredinoidea, other arthropods	Mollusca                                      Gastropoda	Accidental from Eurasia		
Below, 1983	Below, Theodore H.	1983	The common eider in Florida	Florida Field Naturalist	11: 51-53	Aves	Anseriformes	Anatidae	_Somateria_	_mollissima_	Common Eider	Northern parts of N.Hemisphere	Rocky coasts, shoals, also islands and tundra in summer	Field observation	Donax variabilis	Mollusca                                        Bivalvia                                                 _Donax_ _variabilis_	Mollusks appear to be predominant food		
Bengston, 1968	Bengston and Svensson	1968	Feeding habits of Calidris alpina L.and C.minuta Leisl.(Aves) in relation to the distribution of marine shore invertebrates	Oikos	19: 152-157	Aves	Charadriiformes	Scolopacidae	_Calidris_	_alpina_	Dunlin	Arctic, circumpolar;  winters from coasts of U.S., south Eurasia to Mexico, north Africa, India	Tidal flats, beaches, muddy pools, wet tundra in summer	Stomach contents and field observation	Nereis diversicolor, Hydrobia spp., Gammarus sp., Coleoptera, Heteroptera, Hymenoptera, Diptera, invertebrate eggs  	Annelida                                      Polychaeta                                               _Nereis_ _diversicolor_                    Arthropoda       Mollusca                             Crustacea         Gastropoda                   Amphipoda          Hydrobia spp.                Gammarus sp. 			
Black, 1983	Black and Harris	1983	Feeding habitat of black skimmers wintering on the Florida gulf coast	Wilson Bulletin	95(3): 404-415	Aves	Charadriiformes	Laridae	_Rynchops_	_niger_	Black Skimmer	Cape Cod to south S.America, winters from coast of southeast U.S. south	Ocean beaches, salt bays, tidewater, also inland lakes in Florida	Stomach contents and field observation	Sciaenidae larvae, Palaemonetes pugio, Palaemonetes intermedius, Palaemonetes vulgaris	Arthropoda                                     Crustacea                                       Decapoda                                                _Palaemonetes_ _pugio_ _Palaemonetes_ _intermedius_   _Palaemonetes_ _vulgaris_			
Boates, 1989	Boates and Smith	1989	Crawling behavior of the amphipod Corophium volutator and foraging by semipalmated sandpipers, Calidris pusilla	Canadian Journal of Zoology	67: 457-462	Aves	Charadriiformes	Scolopacidae	_Calidris_	_pusilla_	Semipalmated Sandpipers	Breeds in N.American Arctic, migrates mainly east of the Rockies to S.America	Beaches, mudflats, tundra in summer	Field observation	Corophium volutator	Arthropoda                                     Crustacea                                      Amphipoda                                               _Corophium_ _volutator_			
Bolen, 1970	Bolen and Beecham	1970	Notes on the foods of juvenile black-bellied tree ducks	Wilson Bulletin	82(3): 325-326	Aves	Anseriformes	Anatidae	_Dendrocygna_	_autumnalis_	Black-bellied Tree Duck	South Texas to Argentina	Ponds, fresh marshes	Stomach contents	Insects, spiders, Physa anatina, Sphaerium securis, oligochaetes, ticks, freshwater shrimp	Mollusca                   Mollusca             Bivalvia                   Gastropoda       _Sphaerium_ _securis_       _Physa_ _anatina_    Arthropoda                                     Crustacea                                       Decapoda			
Botton, 1984	Botton, M.L.	1984	Effects of laughing gull and shorebird predation of the intertidal fauna at Cape May, New Jersey	Estuarine, Coastal and Shelf Science	18: 209-220	Aves	Charadriiformes	Laridae	_Larus_	_atricilla_	Laughing Gull	South California, west Mexico, winters from south U.S. south to Peru	Coastal	Field observation 	Limulus eggs	Arthropoda                                   Chelicerata                                  Merostomata                                      Limulus sp.			
Bourne, 1985	Bourne, G.R.	1985	The role of profitability in snail kite foraging	Journal of Animal Ecology	54: 697-709	Aves	Falconiformes	Accipitridae	_Rostrhamus_	_sociabilis_	Snail Kite	Florida, W.Indies, Mexico, to Argentina	Open groves, river valleys, marshes	Field observation	Pomacea	Mollusca                                      Gastropoda                                       Pomacea sp.			
