common_name	family	revised	section	subsection	citation	checked	usable_data	notes
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Gullion, G. W. 1958. The proximity effect of water distribution on desert small game populations. Proc. West. Assoc. State Game and Fish Comm. 38:187-189."			
Gambel's Quail	Odontophoridae	1998	Feeding	Main Foods Taken	"Hungerford, C. R. 1962. Adaptations shown in selection of food by Gambel's quail. Condor 64(3):213-219."			
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Lowe, Jr., C. H. 1955. Gambel Quail and water supply in Tiburon Island, Sonora, Mexico. Condor 57:244."			
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Leopold, A. 1933. Game management. Charles Scribner's Sons, New York."			
Gambel's Quail	Odontophoridae	1998	Nutrition And Energetics		"Beck, W. A. 1942. Effect of drought on the production of plant pigments. Plant Phys. 17:487-491."			
Gambel's Quail	Odontophoridae	1998	Nutrition And Energetics		"Hungerford, C. R. 1960a. The factors affecting the breeding of Gambel's quail Lophortyx gambelii gambelii in Arizona. Phd Thesis. Univ. of Arizona, Tucson."			
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Hungerford, C. R. 1960b. Water requirements of Gambel's Quail. Trans. N. Am. Wildl. Nat. Resour. Conf. 25:231-240."			
Gambel's Quail	Odontophoridae	1998	Feeding	Main Foods Taken	"Gorsuch, D. M. 1934. Life history of the Gambel Quail in Arizona. Univ. of Arizona Bull. 2:1-89."			
Gambel's Quail	Odontophoridae	1998	Nutrition And Energetics		"Goldstein, D. L. and K. A. Nagy. 1985. Resource utilization by desert quail: Time and energy, food and water. Ecology 66:378-387."			
Gambel's Quail	Odontophoridae	1998	Diet		"Gullion, G. W. 1960a. The ecology of Gambel's Quail in Nevada and the arid Southwest. Ecology 41:518-536."			
Gambel's Quail	Odontophoridae	1998	Metabolism And Temperature Regulation		"Henderson, C. W. 1971. Comparative temperature and moisture responses in Gambel and Scaled quail. Condor 73:430-436."			
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Smith, R. H. and S. Gallizioli. 1963. Gambel quail population trend techniques. F. A. Proj. W-78-R. Ariz. Game and Fish Dept. Phoenix."			
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Gullion, G. W. and A. M. Gullion. 1964. Water economy of Gambel Quail. Condor 66:32-40."			
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Grinnell, J. 1927. A critical factor in the existence of southwestern game birds. Science 64:528-529."			
Gambel's Quail	Odontophoridae	1998	Metabolism And Temperature Regulation		"Goldstein, D. L. 1984. The thermal environment and its constraint on activity of Desert Quail in summer. Auk 10:542-550."			
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Wright, J. T. 1953. Quail rainwater catchments and their evaluation. Proc. West. Assoc. State Game and Fish Comm. 33:220-223."			
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Gallizioli, S. 1961. Water and Gambel quail. Ariz. Game and Fish Dept. Bull."			
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Glading, B. 1943. A self-filling quail watering device. Calif. Fish and Game. 29:151-164."			
Gambel's Quail	Odontophoridae	1998	"Drinking, Pellet-Casting, And Defecation"		"Kimball, T. L. 1946a. Experimental quail watering devices, February, March, 1946. F. A. Proj. 9-R Spec. Report: Quail. Ariz. Game and Fish Comm, Phoenix."			
Montezuma Quail	Odontophoridae	2000	Feeding	Main Foods Taken	"Brown, R. L. 1978. An ecological study of Mearn' Quail. Federal Aid in Wildl. Restoration W-78-R-22. Arizona Game and Fish Dep. Phoenix."			
Montezuma Quail	Odontophoridae	2000	Feeding	Main Foods Taken	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."			
Montezuma Quail	Odontophoridae	2000	Feeding	Food Capture And Consumption	"Coues, E. 1903. Key to North American birds. 5th ed. Dana Estes and Co. Boston, MA."			
Montezuma Quail	Odontophoridae	2000	Feeding	Microhabitat For Foraging	"Stromberg, M. R. 1990. Habitat, movements and roost characteristics of Montezuma Quail in southeastern Arizona. Condor 92:229-236."			
Montezuma Quail	Odontophoridae	2000	Diet		"Carmen, W. L. 1988. Behavioral ecology of the California Scrub Jay (Aphelocoma coerulescens californica): a non-cooperative breeder with close cooperation. Phd Thesis. Univ. of California, Berkeley."			
Montezuma Quail	Odontophoridae	2000	Feeding	Main Foods Taken	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."			
Montezuma Quail	Odontophoridae	2000	Feeding	Microhabitat For Foraging	"Leopold, A. S. and R. A. McCabe. 1957. Natural history of the Montezuma Quail in Mexico. Condor 59:3-26."			
Montezuma Quail	Odontophoridae	2000	"Drinking, Pellet-Casting, And Defecation"		"Zimmerman, P. 1991. Squatter's rights. Birder's World Oct:20-24."			
Montezuma Quail	Odontophoridae	2000	Diet		"Nyandiga, C. O. and G. R. McPherson. 1992. Germination of two semi-arid oaks, Quercus emoryi and Quercus arizonica. Can. J. For. Res. 22:1395-1401."			
Montezuma Quail	Odontophoridae	2000	Diet		"Germaine, H. L. and G. R. McPherson. 1998. Effects of timing of precipitation and acorn harvest date on emergence of Quercus emoryi. J. Veg. Sci. 9:157-160."			
Mountain Quail	Odontophoridae	1999	Feeding	Main Foods Taken	"Guti????rrez, R. J. 1980. Comparative ecology of the Mountain and California Quail in Carmel Valley, California. Living Bird 18:71-93."			
Mountain Quail	Odontophoridae	1999	Feeding	Main Foods Taken	"Guti????rrez, R. J. 1977. Comparative ecology of the Mountain and California Quail in Carmel Valley, California. Phd Thesis. Univ. of California, Berkeley."			
Mountain Quail	Odontophoridae	1999	Feeding	Main Foods Taken	"Grinnell, J. and T. I. Storer. 1924. Animal life in Yosemite. Univ. of Calif. Press, Berkeley."			
Mountain Quail	Odontophoridae	1999	Feeding	Main Foods Taken	"Ormiston, J. H. 1966. The food habits, habitat and movements of Mountain Quail in Idaho. Master's Thesis. Univ. of Idaho, Moscow."			
Mountain Quail	Odontophoridae	1999	"Drinking, Pellet-Casting, And Defecation"		"Miller, E. V. and W. Thomson. 1948. The life history and management of Mountain Quail in California. Pittman-Robertson Q. 8:407-409."			
Mountain Quail	Odontophoridae	1999	Feeding	Food Capture And Consumption	"Judd, S. D. 1905. The Bobwhite and other quails of the United States and their economic relations. U.S. Dep. Agric., Bur. Biol. Surv. Bull. 21."			
Mountain Quail	Odontophoridae	1999	Feeding	Main Foods Taken	"Yocum, C. F. and S. W. Harris. 1953. Food habits of the Mountain Quail (Oreortyx picta) in eastern Washington. J. Wildl. Manage. 17:204-207."			
Mountain Quail	Odontophoridae	1999	Feeding	Microhabitat For Foraging	"Brennan, L. A., W. M. Block, and R. J. Guti????rrez. 1987. Habitat use by Mountain Quail in northern California. Condor 89:66-74."			
Mountain Quail	Odontophoridae	1999	Nutrition And Energetics		"Delehanty, D. J. 1997. Mountain Quail reproduction and restoration in the Great Basin. Phd Thesis. Univ. of Nevada, Reno."			
Mountain Quail	Odontophoridae	1999	Feeding	Main Foods Taken	"Grenfell, W. E., B. M. Browning, and W. E. Stienecker. 1980. Food habits of California upland gamebirds. Adm. Rep. no. 80-1. Calif. Fish and Game, Sacramento."			
Mountain Quail	Odontophoridae	1999	Feeding	Food Capture And Consumption	"Rahm, N. M. 1938. Quail range extension in the San Bernardino National Forest- Progress report, 1937. Calif. Fish Game 24:133-158."			
Mountain Quail	Odontophoridae	1999	Feeding	Main Foods Taken	"Miller, A. H. and R. C. Stebbins. 1964. The lives of desert animals in Joshua Tree National Monument. Univ. of California Press, Berkeley."			
Northern Bobwhite	Odontophoridae	1999	Feeding	Food Capture And Consumption	"Lehmann, V. W. 1984. Bobwhites in the Rio Grande Plain of Texas. Texas A&M Univ. Press, College Station."			
Northern Bobwhite	Odontophoridae	1999	Feeding	Main Foods Taken	"Brennan, L. A. and G. A. Hurst. 1995. Summer diet of Northern Bobwhite in eastern Mississippi: implications for management. Proc. Southeast. Assoc. Fish and Wildlife Agencies. 49:518-526."			
Northern Bobwhite	Odontophoridae	1999	Feeding	Main Foods Taken	"Larimer, E. J. 1960. Winter foods of the bobwhite in southern Illinois. Ill. Nat. Hist. Surv. Biol. Notes 42."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Roby, D. D. 1991. A comparison of two noninvasive techniques to measure total body lipid in live birds. Auk 108:509-518."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Nestler, R. B., W. W. Bailey, and H. E. McClure. 1942. Protein requirements of bobwhite chicks for survival, growth, and efficiency of feed utilization. J. Wildl. Manage. 6:185-193."			
Northern Bobwhite	Odontophoridae	1999	Feeding	Main Foods Taken	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."			
Northern Bobwhite	Odontophoridae	1999	Food Selection And Storage		"Mastrota, F. N. and J. A. Mench. 1994. Avoidance of dyed food by the Northern Bobwhite. Appl. Anim. Behav. Sci. 42:109-119."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Nestler, R. B. 1949. Nutrition of bobwhite quail. J. Wildl. Manage. 13:342-358."			
Northern Bobwhite	Odontophoridae	1999	Feeding	Main Foods Taken	"Roseberry, J. L. and W. D. Klimstra. 1984. Population ecology of the bobwhite. Southern Illinois Univ. Press, Carbondale."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Lehmann, V. W. 1953. Bobwhite population fluctuations and vitamin A. Trans. N. Am. Wildl. Conf. 18:201-246."			
Northern Bobwhite	Odontophoridae	1999	Feeding	Food Capture And Consumption	"Case, R. M. and R. J. Robel. 1974. Bioenergetics of the bobwhite. J. Wildl. Manage. 38:638-652."			
Northern Bobwhite	Odontophoridae	1999	Diet		"Handley, C. O. 1931. Food of the young. Pages 158-164 in The Bobwhite Quail: its habits, preservation and increase. (Stoddard, H. L., Ed.) Charles Scribners' Sons, New York."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Nestler, R. B. 1946a. Mechanical value of grit for bobwhite quail. J. Wildl. Manage. 10:137-142."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Gionfriddo, J. P. and L. B. Best. 1996. Grit color selection by House Sparrows and Northern Bobwhites. J. Wildl. Manage. 60:836-842."			
Northern Bobwhite	Odontophoridae	1999	Diet		"Rosene, W. and J. D. Freeman. 1988. A guide to and culture of flowering plants and their seed important to bobwhite quail. Morris Communications, Augusta, GA."			
Northern Bobwhite	Odontophoridae	1999	Feeding	Main Foods Taken	"Stoddard, H. L. 1931. The bobwhite quail: its life history and management. Charles Scribner's Sons, New York."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Peebles, E. D., J. D. Cheaney, K. M. Vaughn, M. A. Latour, and T. W. Smith. 1996. Changes in gonadal weights, serum lipids, and glucose during maturation in the juvenile Northern Bobwhite quail (Colinus virginianus). Poultry Science 75:1411."			
Northern Bobwhite	Odontophoridae	1999	Diet		"Landers, J. L. and A. S. Johnson. 1976. Bobwhite quail food habits in the southeastern United States with a seed key to important foods. Miscellaneous Publication Number 4. Tall Timbers Research Station, Tallahassee, FL."			
Northern Bobwhite	Odontophoridae	1999	Diet		"Jackson, J. R., G. A. Hurst, and E. A. Gluesing. 1987. Abundance and selection of invertebrates by Northern Bobwhite chicks. Proc. Annu. Conf. Southeast. Fish and Wildlife Agencies. 41:303-310."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Nestler, R. B. 1946b. Vitamin A: a vital factor in the survival of bobwhites. Trans. N. Am. Wildl. Nat. Resour. Conf. 11:176-195."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Murphy, M. E. 1994. Amino acid compositions of avian eggs and tissues: nutritional limitations. J. Avian Biol. 25:27-38."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Wood, K. N., F. S. Guthery, and N. E. Koerth. 1986. Spring-summer nutrition and condition of northern bobwhites in south Texas. J. Wildl. Manage. 50:84-88."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Mcrae, W. A. and R. W. Dimmick. 1982. Body fat and blood-serum levels values of breeding wild bobwhites. J. Wildl. Manage. 46:268-271."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Peoples, A. D., R. L. Lochmiller, D. M. Leslie, Jr., J. C. Boren, and D. M. Engle. 1994. Essential amino acids in northern bobwhite foods. J. Wildl. Manage. 58:167-175."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Baldini, J. T., R. E. Roberts, and C. M. Kirkpatrick. 1953. Low protein rations for the bobwhite quail. Poult. Sci. 32:945-949."			
Northern Bobwhite	Odontophoridae	1999	"Drinking, Pellet-Casting, And Defecation"		"Guthery, F. S. and N. E. Koerth. 1992. Substandard water intake and inhibition of bobwhite reproduction during drought. J. Wildl. Manage. 56:760-768."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Nestler, R. B., W. W. Bailey, L. M. Llewwellyn, and M. J. Rensberger. 1944. Winter protein requirements of bobwhite quail. J. Wildl. Manage. 8:218-222."			
Northern Bobwhite	Odontophoridae	1999	Diet		"Hurst, G. A. 1972. Insects and bobwhite quail brood habitat management. Proc. Nat. Bobwhite Symp. 1:65-82."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Giuliano, W. M., R. S. Lutz, and R. Patino. 1996b. Reproductive responses of adult female Northern Bobwhite and Scaled Quail to nutritional stress. J. Wildl. Manage. 60:302-309."			
Northern Bobwhite	Odontophoridae	1999	Metabolism And Temperature Regulation		"Case, R. M. 1973. Bioenergetics of a covey of bobwhites. Wilson Bull. 85:52-59."			
Northern Bobwhite	Odontophoridae	1999	Diet		"Nestler, R. B. 1940. Feeding requirements of gallinaceous upland game birds. Pages 893-924 in Yearbook of modern agriculture, 1939. U.S. Department of Agriculture. U.S. Printing Office, Washington, D.C."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Dabbert, C. B., R. L. Lochmiller, P. W. Waldroup, and R. G. Teeter. 1996. Examination of the dietary methionine requirements of breeding Northern Bobwhite, Colinus virginianus. Poultry Science 75:991-997."			
Northern Bobwhite	Odontophoridae	1999	Metabolism And Temperature Regulation		"Blem, C. R. 1984. Ratios in avian physiology. Auk 101:153-155."			
Northern Bobwhite	Odontophoridae	1999	"Drinking, Pellet-Casting, And Defecation"		"Guthery, F. S. 1986. Beef, brush and bobwhites. CKWRI Press, Kingsville, TX."			
Northern Bobwhite	Odontophoridae	1999	Metabolism And Temperature Regulation		"Spiers, D. E., T. Adams, and R. K. Ringer. 1983. Temperature regulation in adult quail (Colinus virginianus) during acute thermal stress. Comp. Biochem. Physiol. A 74:369-373."			
Northern Bobwhite	Odontophoridae	1999	Nutrition And Energetics		"Lochmiller, R. L., M. R. Vestey, and J. C. Boren. 1993. Relationship between protein nutritional status and immunocompetence in Northern Bobwhite chicks. Auk 110:503-510."			
Northern Bobwhite	Odontophoridae	1999	"Drinking, Pellet-Casting, And Defecation"		"Koerth, N. E. and F. S. Guthery. 1991. Water restriction effects on northern bobwhite reproduction. J. Wildl. Manage. 55:132-137."			
Boreal Chickadee	Paridae	1996	Ecological Relationships Of Sympatric Chickadees Of Boreal Habitats		"Dixon, K. L. 1961. Habitat distribution and niche relationships in North American species of Parus. Pages 179-216 in Vertebrate speciation. (Blair, W. F., Ed.) Univ. of Texas Press, Austin."	y	n	
Boreal Chickadee	Paridae	1996	Nutrition And Energetics		"Damman, A. W. H. 1964. Some forest types of central Newfoundland and their relation to environmental factors. For. Sci. Monogr. 8, Soc. Am. Foresters."	y	n	
Boreal Chickadee	Paridae	1996	Ecological Relationships Of Sympatric Chickadees Of Boreal Habitats		"Lack, D. 1945. The ecology of closely related species with special reference to Cormorant (Phalacrocorax carbo) and Shag (P. aristotelis). J. Anim. Ecol. 14:12-16."	y	y	data not yet entered
Boreal Chickadee	Paridae	1996	Ecological Relationships Of Sympatric Chickadees Of Boreal Habitats		"Stewart, R. E. and J. W. Aldrich. 1952. e. Ecology 33:226-238."	y	n	
Boreal Chickadee	Paridae	1996	Feeding	Microhabitat For Foraging	"Haftorn, S. 1974. Storage of surplus food by the Boreal Chickadee Parus hudsonicus in Alaska, with some records on the Mountain Chickadee Parus gambeli in Colorado. Ornis. Scand. 5:145-161."	y	n	"Includes storage data on insect and seed species stored by chickadees, but doesn't break down diet by family."
Boreal Chickadee	Paridae	1996	Ecological Relationships Of Sympatric Chickadees Of Boreal Habitats		"Dhondt, A. A. 1989. Ecological and evolutionary effects of interspecific competition in tits. Wilson Bull. 101:198-216."	y	n	
Boreal Chickadee	Paridae	1996	Ecological Relationships Of Sympatric Chickadees Of Boreal Habitats		"Erskine, A. J. 1977. Birds in boreal Canada: communities, densities, and adaptations. Can. Wildl. Ser. no. 41."	n		
Boreal Chickadee	Paridae	1996	Nutrition And Energetics		"Ficken, M. S. 1989. Boreal Chickadees eat ash high in calcium. Wilson Bull. 101:349-351."	y	n	
Boreal Chickadee	Paridae	1996	Feeding	Microhabitat For Foraging	"Bent, A. C. 1946. Life histories of North American jays, crows, and titmice. U.S. Natl. Mus. Bull. 191."	n		
Boreal Chickadee	Paridae	1996	Diet	Major Food Items	"Oatman, G. F. 1985. Boreal Chickadee. Pages 212-213 in The Atlas of breeding birds of Vermont. (Laughlin, S. B. and D. P. Kibbe, Eds.) Univ. Press of New England, Hanover."	n		
Boreal Chickadee	Paridae	1996	Ecological Relationships Of Sympatric Chickadees Of Boreal Habitats		"Murie, O. J. 1928. Notes on the Alaska Chickadee. Auk 45:441-444."	y	n	
Boreal Chickadee	Paridae	1996	Food Selection And Storage		"Hailman, J. P. and S. Haftorn. 1995. Siberian Tit (Parus cinctus). in The birds of North America, no. 197. (Poole, A. and F. Gill, Eds.) Acad. Nat. Sci. Phila., Philadelphia, PA, and Am. Ornithol. Union, Washington, D.C."	n		
Boreal Chickadee	Paridae	1996	Feeding	Microhabitat For Foraging	"Vassallo, M. I. and J. C. Rice. 1982. Ecological release and ecological flexibility in habitat use and foraging of an insular avifauna. Wilson Bull. 94:139-155."	y	n	Contains a large amount of information on habitat usage
Boreal Chickadee	Paridae	1996	Ecological Relationships Of Sympatric Chickadees Of Boreal Habitats		"Vassallo, M. I. and J. C. Rice. 1981. Differential passerine density and diversity between Newfoundland and off-shore Gull Island. Wilson Bull. 93:340-349."	y	n	
Boreal Chickadee	Paridae	1996	Ecological Relationships Of Sympatric Chickadees Of Boreal Habitats		"Montevecchi, W. A. and L. M. Tuck. 1987. Newfoundland and birds; exploitation, study, and conservation. Publ. Nuttall Ornithol. Soc., no. 21."	n		
Bridled Titmouse	Paridae	1998	Feeding	Microhabitat For Foraging	"Greene, F. E. 1989. Food resources, interspecific aggression, and community organization in a guild of insectivorous birds. Phd Thesis. Princeton Univ. Princeton, NJ."	n		
Bridled Titmouse	Paridae	1998	Feeding	Food Capture And Consumption	"Miles, D. B. 1990. The importance and consequences of temporal variation in avian foraging behavior. Stud. Avian Biol. 13:210-217."	n		
Bridled Titmouse	Paridae	1998	Feeding	Microhabitat For Foraging	"Marshall, J. T. 1957. Birds of pine-oak woodlands in southern Arizona and adjacent Mexico. Pac. Coast Avifauna no. 32."	n		
Bridled Titmouse	Paridae	1998	Feeding	Microhabitat For Foraging	"Balda, R. P. 1969. Foliage use by birds of the oak-juniper woodland and ponderosa pine forests in southeastern Arizona. Condor 71:399-412."	y	n	
Bridled Titmouse	Paridae	1998	Diet		"Hern????ndez-Ba????os, B. E. 1990. H????bitos alimenticios y descripci????n de las comunidades de aves de bosque de encino y bosque de Juniperus en Ixcateopan, Guerrero. B.S. thesis. Facultad de Ciencias,UNAM, Mexico."	n		
Bridled Titmouse	Paridae	1998	Feeding	Microhabitat For Foraging	"Nocedal, J. 1994b. Foraging ecology of foliage-gleaning insectivorous birds of an oak-pine woodland of southern Durango, Mexico. Phd Thesis. New Mexico State University, Las Cruces, NM."	n		
Bridled Titmouse	Paridae	1998	Metabolism And Temperature Regulation		"Weathers, W. W. and E. Greene. 1998. Thermoregulatory responses of Bridled and Juniper Titmice to high temperature. Condor 100:365-372."	y	n	
Bridled Titmouse	Paridae	1998	Feeding	Main Foods Taken	"Bent, A. C. 1946. Life histories of North American jays, crows and titmice. U.S. Natl. Mus. Bull. no. 191."	n		
Bridled Titmouse	Paridae	1998	Food Selection And Storage		"Hampton, R. R. and D. F. Sherry. 1992. Food storing by Mexican Chickadees and Bridled Titmice. Auk 109:665-666."	y	y	"A small amount of data, not entered yet because it may be too ambiguous"
Bridled Titmouse	Paridae	1998	Feeding	Microhabitat For Foraging	"Balda, R. P. 1967. Ecological relationships of the breeding birds of the Chiricahua Mountains, Arizona. Phd Thesis. Univ. of Illinois, Urbana, IL."	n		
Bridled Titmouse	Paridae	1998	Feeding	Microhabitat For Foraging	"Dixon, K. L. 1961. Habitat distribution and niche relationships in North American species of Parus. Pages 179-216 in Vertebrate Speciation. (Blair, W. F., Ed.) Univ. of Texas Press, Austin, TX."	n		
Bridled Titmouse	Paridae	1998	Food Selection And Storage		"Krebs, J. R. 1973. Social learning and the significance of mixed-species flocks of chickadees (Parus spp.). Can. J. Zool. 51:1257-1288."	y	n	
Carolina Chickadee	Paridae	2002	Food Selection And Storage		"Lucas, J. R. and L. R. Walter. 1991. When should chickadees hoard food? Theory and experimental results. Anim. Behav. 41:579-601."	y	n	
Carolina Chickadee	Paridae	2002	Food Selection And Storage		"Lucas, J. R. and D. L. Zielinski. 1998. Seasonal variation in the effect of cache pilferage on cache and body mass regulation in Carolina Chickadees: what are the trade-offs? Behav. Ecol. 9:193-200."	y	n	
Carolina Chickadee	Paridae	2002	Food Selection And Storage		"Lucas, J. R. 1994. Regulation of cache stores and body mass in Carolina Chickadees (Parus carolinensis). Behav. Ecol. 5:171-181."	y	n	
Carolina Chickadee	Paridae	2002	Metabolism And Temperature Regulation		"Mayer, L., S. Lustick, and T. C. Grubb, Jr. 1979. Energetic control of behavior: foraging in Carolina Chickadees. Comp. Biochem. Physiol. 63A:577-579."	y	n	
Carolina Chickadee	Paridae	2002	Metabolism And Temperature Regulation		"Munzinger, J. S. 1974. A comparative study on the energetics of the Black-capped and Carolina chickadees, Parus atricapillus and Parus carolinensis. Phd Thesis. Ohio State Univ. Columbus, OH."	n		
Carolina Chickadee	Paridae	2002	Food Selection And Storage		"Petit, D. R., L. J. Petit, and K. E. Petit. 1989. Winter caching ecology of deciduous woodland birds and adaptations for protection of stored food. Condor 91:766-776."	y	n	
Carolina Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Grubb, Jr., T. C. 1977. Weather-dependent foraging behavior of some birds wintering in a deciduous woodland: horizontal adjustments. Condor 79:271-274."	y	n	
Carolina Chickadee	Paridae	2002	Diet		"Judd, S. D. 1902. Birds of a Maryland farm: a local study of economic ornithology. U.S. Gov. Printing Office, Washington, D.C."	y	y	data not yet entered
Carolina Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Grubb, Jr., T. C. 1978. Weather-dependent foraging rates of wintering woodland birds. Auk 95:370-376."	y	n	
Carolina Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Gaddis, P. 1979. A comparative analysis of the vocal communication systems of the Carolina Chickadee and Tufted Titmouse. Master's Thesis. Univ. of Florida, Gainesville."	n		
Carolina Chickadee	Paridae	2002	Metabolism And Temperature Regulation		"Wood, J. T. and S. I. Lustick. 1989. The effects of artificial solar radiation on wind-stressed Tufted Titmice (Parus bicolor) and Carolina Chickadees (Parus carolinensis) at low temperatures. Comp. Biochem. Physiol. 92A:473-477."	y	n	
Carolina Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Howell, A. H. 1932. Florida bird life. Coward-McCann, New York."	n		
Carolina Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Wallace, G. O. 1967. Winter feeding habits of the Carolina Chickadee. Migrant 38:81-85."	n		
Carolina Chickadee	Paridae	2002	Metabolism And Temperature Regulation		"Doherty, Jr., P. F., J. B. Williams, and T. C. Grubb, Jr. 2001. Field metabolism and water flux of Carolina Chickadees during breeding and nonbreeding seasons: a test of the peak demand and reallocation hypotheses. Condor 103:370-375."	y	n	
Carolina Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Pierce, V. and T. C. Grubb, Jr. 1981. Laboratory studies of foraging in four bird species in deciduous woodland. Auk 98:307-320."	y	n	
Carolina Chickadee	Paridae	2002	Feeding	Main Foods Taken	"Brewer, R. 1963. Ecological and reproductive relationships of Black-capped and Carolina chickadees. Auk 80:9-47."	y	n	Has a good amount of data on tree species used for foraging
Carolina Chickadee	Paridae	2002	Metabolism And Temperature Regulation		"Brewer, R. 1961. Comparative notes on the life history of the Carolina Chickadee. Wilson Bull. 73:348-373."	n		
Carolina Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Bent, A. C. 1946. Life histories of North American jays, crows, and titmice. U.S. Natl. Mus. Bull. 191."	n		
Carolina Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Morse, D. H. 1970. Ecological aspects of some mixed-species foraging flocks of birds. Ecol. Monogr. 40:119-168."	y	n	Contains foraging frequencies but no breakdown of diet
Carolina Chickadee	Paridae	2002	Metabolism And Temperature Regulation		"Mayer, L., S. Lustick, and B. Battersby. 1982. The importance of cavity roosting and hypothermia to the energy balance of winter acclimatized Carolina Chickadees. Int. Biometeorol. 26:231-238."	y	n	
Chestnut-backed Chickadee	Paridae	2002	Food Selection And Storage		"Tait, S. M., D. L. Dahlsten, R. J. Gill, and T. J. Doyen. 1990. Life history of the incense cedar scale on incense cedar in California with a description of the larvae of one of its common predators. Hilgardia 59:1-19."	n		
Chestnut-backed Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Brennan, L. A., M. L. Morrison, and D. L. Dahlsten. 2000. Comparative foraging dynamics of Chestnut-backed and Mountain Chickadees in the western Sierra Nevada. Northwest. Nat. 81:129-147."	y	n	
Chestnut-backed Chickadee	Paridae	2002	Feeding	Main Foods Taken	"Bent, A. C. 1946. Life histories of North American jays, crows, and titmice. U.S. Natl. Mus. Bull. 191."	n		
Chestnut-backed Chickadee	Paridae	2002	Diet	Major Food Items	"Beal, F. E. L. 1907. Birds of California in relation to the fruit industry, pt. 1. Biol. Surv. Bull. 30."	y	y	data has not yet been entered; literature has common name as Chestnut-sided Chickadee
Chestnut-backed Chickadee	Paridae	2002	Food Selection And Storage		"Varley, O. J. 1974. Hoarding behavior of the Black-capped (Parus atricapillus) and the Chestnut-backed Chickadee (P. rufescens). B.Sc. thesis. Dep. Zool., Univ. of British Columbia, Vancouver."	n		
Chestnut-backed Chickadee	Paridae	2002	Food Selection And Storage		"Sherry, D. F. 1989. Food storing in the Paridae. Wilson Bull. 101:289-304."	y	n	
Chestnut-backed Chickadee	Paridae	2002	Diet	Major Food Items	"Kleintjes, P. K. and D. L. Dahlsten. 1994. Foraging behavior and nestling diet of Chestnut-backed Chickadees in Monterey Pine. Condor 96:647-653."	y	y	data not yet entered
Chestnut-backed Chickadee	Paridae	2002	Food Selection And Storage		"Morrison, M. L., D. L. Dahlsten, S. M. Tait, R. C. Heald, K. A. Milne, and D. L. Rowney. 1989. Bird foraging on incense cedar and incense cedar scale during winter. Research Paper PSW-195. USDA Forest Service Pac. Southwest For. Range Exp. Sta. Berkeley, CA."	y	n	
