common_name	family	revised	section	subsection	citation	checked	usable_data	notes
Chipping Sparrow	Emberizidae	1998	Feeding	Food Capture And Consumption	"Bradley, H. L. 1940. A few observations on the nesting of the Eastern Chipping Sparrow. Jack-Pine Warbler 18:35-46."			
Chipping Sparrow	Emberizidae	1998	Nutrition And Energetics		"Moldenhauer, R. R. and P. G. Taylor. 1973. Energy intake by hydropenic Chipping Sparrows (Spizella passerina passerina) maintained on different diets. Condor 75:439-445."	y	n	
Chipping Sparrow	Emberizidae	1998	Feeding	Food Capture And Consumption	"Walkinshaw, L. H. 1944. The Eastern Chipping Sparrow in Michigan. Wilson Bull. 56:193-205."	y	n	
Clay-colored Sparrow	Emberizidae	1994	Feeding	Microhabitat For Foraging	"Knapton, R. W. 1980. Nestling foods and foraging patterns in the Clay-colored Sparrow. Wilson Bull. 92:458-465."	y	n	
Clay-colored Sparrow	Emberizidae	1994	Diet	Major Food Items	"Root, O. M. 1968. Clay-colored Sparrow. Pages 1186-1208 in Life histories of the birds of North America. (Bent, A. C., Ed.) U.S. Natl. Mus. Bull. 237."	y	n	
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Gray, J. M., D. Yarian, and M. Ramenofsky. 1990. Corticosterone, foraging behavior, and metabolism in Dark-eyed Juncos, Junco hyemali. Gen. Comp. Endocrinol. 79:375-384."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Lynn, S. E., A. M. Houtman, W. W. Weathers, E. D. Ketterson, and V. Nolan, Jr. 2000. Testosterone increases activity but not daily expenditure in captive male Dark-eyed Juncos, Junco hyemalis. Anim. Behav. 60:581-587."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Millikan, G. C., P. Gaddis, and H. R. Pulliam. 1985. Interspecific dominance and the foraging behaviour of juncos. Anim. Behav. 33:428-435."	y	n	
Dark-eyed Junco	Emberizidae	2002	Food Selection And Storage		"Fitzgerald, J. A. 1990. Effects of long and short photoperiods on nutrient preferences of migratory Dark-eyed Juncos and non-migratory House Sparrows. Bird Behav. 8:87-94."	y		
Dark-eyed Junco	Emberizidae	2002	Metabolism And Temperature Regulation		"Bakken, G. S., M. T. Murphy, and D. J. Erskine. 1991. The effect of wind and air temperature on metabolism and evaporative water loss rates of Dark-eyed Juncos, Junco hyemalis: a standard operative temperature scale. Physiol. Zool. 65:1023-1049."	y	n	
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Nolan, Jr., V. and E. D. Ketterson. 1990. Timing of autumn migration in relation to the winter distribution of the sex-age classes in the Dark-eyed Junco (Junco hyemalis). Ecology 71:1267-1278."			
Dark-eyed Junco	Emberizidae	2002	Feeding	Nonbreeding Season	"Davis, J. 1973. Habitat preference and competition of wintering juncos and Golden-crowned Sparrows. Ecology 54:174-180."	n		
Dark-eyed Junco	Emberizidae	2002	Food Selection And Storage		"Madej, C. W. and K. Clay. 1991. Avian seed preference and weight-loss experiments: the effect of fungal endophyte-infected tall fescue seeds. Oecologia 88:296-302."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Hailman, J. P. 1984. Effect of litter on leaf-scratching in emberizines. Wilson Bull. 96:121-125."	y	n	
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Shuman, T. W., R. J. Robel, J. L. Zimmerman, and K. E. Kemp. 1989. Variance in digestive efficiencies of four sympatric avian granivores. Auk 106:324-326."	y	n	
Dark-eyed Junco	Emberizidae	2002	Food Selection And Storage		"Crawford, H. S. and D. T. Jennings. 1989. Predation by birds on spruce budworm Choristoneura fumiferana: Functional, numerical, and total responses. Ecology 70:152-163."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Microhabitat For Foraging	"Franzreb, K. E. 1983. A comparison of foliage use and tree height selection by birds in unlogged and logged mixed-coniferous forest. Biol. Conserv. 27:259-275."	y	n	
Dark-eyed Junco	Emberizidae	2002	Diet	Major Food Items	"Hostetter, D. R. 1961. Life history of the Carolina Junco Junco hyemalis carolinensis Brewster. Raven 32:97-170."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Nonbreeding Season	"Rogers, C. M. and J. N. M. Smith. 1993. Predation risk and fasting capacity: local trade-offs in body mass of wintering birds. Ecology 74:419-426."	y	n	
Dark-eyed Junco	Emberizidae	2002	Metabolism And Temperature Regulation		"Lasiewski, R. C. and W. R. Dawson. 1967. A reexamination of the relation between standard metabolic rate and body weight in birds. Condor 69:13-23."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Rabenold, K. N. and P. P. Rabenold. 1985. Variation in altitudinal migration, winter segregation, and site tenacity in two subspecies of Dark-eyed Juncos in the southern Appalachians. Auk 102:805-819."	y	n	
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Deviche, P. 1992b. Testosterone and opioids interact to regulate feeding in a male migratory songbird. Horm. Behav. 26:394-405."	y	n	
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Ramenofsky, M., R. Savard, and M. R. C. Greenwood. 1999. Seasonal and diel transitions in physiology and behavior in the migratory Dark-eyed Junco. Comp. Biochem. Physiol. A 122:385-397."	y	n	"this was useful but not necessarily for the dark eyed junco species, but had diet information on other avian species"
Dark-eyed Junco	Emberizidae	2002	Food Selection And Storage		"Thompson, D. B., D. F. Tomback, M. A. Cunningham, and M. C. Baker. 1987. Seed selection by Dark-eyed Juncos (Junco hyemalis): optimal foraging with nutrient constraints? Oecologia 74:106-111."	y	n	
Dark-eyed Junco	Emberizidae	2002	Metabolism And Temperature Regulation		"Swanson, D. L. 1991b. Substrate metabolism under cold stress in seasonally acclimatized Dark-eyed Juncos. Physiol. Zool. 64:1578-1592."	y	n	
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Nolan, Jr., V. and E. D. Ketterson. 1983. An analysis of body mass, wing length, and visible fat deposits of Dark-eyed Juncos wintering at different latitudes. Wilson Bull. 95:603-620."	y	n	
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Ramenofsky, M., J. J. Gray, and R. B. Johnson. 1992. Behavioral and physiological adjustments of birds living in winter flocks. Ornis Scand. 23:371-380."	y	n	
Dark-eyed Junco	Emberizidae	2002	Metabolism And Temperature Regulation		"Swanson, D. L. 1993. Cold tolerance and thermogenic capacity in Dark-eyed Juncos in winter: geographic variation and comparison with American Tree Sparrows. J. Therm. Biol. 18:275-281."	y	n	
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Rogers, C. M., V. Nolan, Jr., and E. D. Ketterson. 1994. Winter fattening in Dark-eyed Juncos: environmental effects, plasticity, and possible interaction with post-breeding migration. Oecologia 97:526-532."	y	y	
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Lima, S. L. 1988a. Initiation and termination of daily feeding in Dark-eyed Juncos: influences of predation risk and energy reserves. Oikos 53:3-11."	y	n	
Dark-eyed Junco	Emberizidae	2002	Food Selection And Storage		"Shuman, T. W., R. J. Robel, J. L. Zimmerman, and A. D. Dayton. 1990. Influence of handling time and metabolizable energy on seed selection by four emberizids. Southwest. Nat. 35:466-468."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Sabine, W. S. 1949. Dominance in winter flocks of juncos and tree sparrows. Physiol. Zool 22:64-85."	y	n	could not get access to book online. Pdf was available for one site but did not show complete pages
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Sabine, W. S. 1955. The winter society of the Oregon Junco: the flock. Condor 57:88-111."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Wiedenmann, R. N. and K. N. Rabenold. 1987. The effects of social dominance between two subspecies of Dark-eyed Juncos, Junco hyemalis. Anim. Behav. 35:856-864."	y	n	
Dark-eyed Junco	Emberizidae	2002	Metabolism And Temperature Regulation		"Swanson, D. L. 1990. Seasonal variation of vascular oxygen transport in the Dark-eyed Junco. Condor 92:62-66."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Microhabitat For Foraging	"Holmes, R. T. and S. K. Robinson. 1988. Spatial patterns, foraging tactics, and diets of ground-foraging birds in a northern hardwood forest. Wilson Bull. 100:377-394."	y	n	could not get access to book online.
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Rogers, C. M. 1992. An evaluation of the method of estimating body fat by quantifying visible subcutaneous fat. J. Field Ornithol. 62:349-356."	y	n	
Dark-eyed Junco	Emberizidae	2002	Metabolism And Temperature Regulation		"Swanson, D. L. 1991a. Seasonal adjustments in metabolism and insulation in the Dark-eyed Junco. Condor 93:538-545."	n	N/A	
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Gottfried, B. M. and E. C. Franks. 1975. Habitat use and flock activity of Dark-eyed Juncos in winter. Wilson Bull. 87:374-382."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Microhabitat For Foraging	"Sabo, S. R. 1980. Niche and habitat relations in subalpine bird communities of the White Mtns. of New Hampshire. Ecol. Monogr. 50:241-259."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Lima, S. L. 1988b. Vigilance during the initiation of daily feeding in Dark-eyed Juncos. Oikos 53:12-16."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Nonbreeding Season	"Repasky, R. R. and D. Schluter. 1994. Habitat distributions of wintering sparrows along an elevational gradient: tests of the food, predation and microhabitat structure hypotheses. J. Anim. Ecol. 63:569-582."	n	N/A	
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Rogers, C. M. 1995. Experimental evidence for temperature-dependent winter lipid storage in the Dark-eyed Junco (Junco hyemalis oreganus) and Song Sparrow (Melospiza melodia morphna). Physiol. Zool. 68:277-289."			
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Deviche, P. 1992a. Regulation of food intake in a migratory songbird (Junco hyemalis): participation of endorphinergic mechanisms. Ornis Scand. 23:260-263."	y	n	"possibly useful, but in accessing the book online, some pages were found to be unavailable"
Dark-eyed Junco	Emberizidae	2002	Feeding	Microhabitat For Foraging	"Medin, D. E. 1984. Breeding birds of an ancient bristlecone pine stand in east central Nevada. Great Basin Nat. 44:272-276."			
Dark-eyed Junco	Emberizidae	2002	Diet	Major Food Items	"Beal, F. E. L. 1907. Birds of California in relation to the fruit industry, Pt. I. U.S. Dep. Agric. Biol. Surv. Bull. 30."	y	n	could not find book online
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Rogers, C. M., M. Ramenofsky, E. D. Ketterson, V. Nolan, Jr., and J. C. Wingfield. 1993. Plasma corticosterone, adrenal mass, winter weather, and season in nonbreeding populations of Dark-eyed Juncos (Junco hyemalis hyemalis). Auk 110:279-285."	y	y	
Dark-eyed Junco	Emberizidae	2002	Feeding	Microhabitat For Foraging	"Holmes, R. T., T. W. Sherry, and F. W. Sturges. 1986. Bird community dynamics in a temperate deciduous forest: long-term trends at Hubbard Brook. Ecol. Monogr. 56:201-220."	y	n	could not get access to book online.
Dark-eyed Junco	Emberizidae	2002	Diet	Major Food Items	"Martin, A. C., H. S. Zim, and A. L. Nelson. 1951. American wildlife and plants. Dover Publ. New York."	y	n	
Dark-eyed Junco	Emberizidae	2002	Feeding	Microhabitat For Foraging	"Franzreb, K. E. 1976. Possible avian habitat partitioning resulting from within-tree location preferences in a mixed-coniferous forest. Sociobiol. 2:103-106."	n	N/A	
Dark-eyed Junco	Emberizidae	2002	Nutrition And Energetics		"Deviche, P. 1995. Androgen regulation of avian premigratory hyperphagia and fattening: from eco-physiology to neuroendo-crinology. Am. Zool. 35:234-245."	y	n	
Dark-eyed Junco	Emberizidae	2002	Diet	Major Food Items	"Judd, S. D. 1901. The relation of sparrows to agriculture. U.S. Dep. Agric. Bull. no. 15."	n	N/A	
Dark-eyed Junco	Emberizidae	2002	Feeding	Food Capture And Consumption	"Caraco, T. 1981. Energy budgets, risk and foraging preferences in Dark-eyed Juncos (Junco hyemalis). Behav. Ecol. Sociobiol. 8:213-217."	y	n	
Dark-eyed Junco	Emberizidae	2003	Diet	Quantitative Analysis	"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449?461"	n	N/A	
Dark-eyed Junco	Emberizidae	2002	Feeding	Main Foods Taken	"Pulliam, H. R. and F. Enders. 1971. The feeding ecology of five sympatric finch species. Ecology 52:557-566."	y	n	could not get access to book online
Eastern Towhee	Emberizidae	1996	Feeding	Food Capture And Consumption	"Greenlaw, J. S. 1976. Use of bilateral scratching behavior by emberizines and icterids. Condor 78:94-97."	y	n	
Eastern Towhee	Emberizidae	1996	Diet	Major Food Items	"Dickinson, Jr., J. C. 1968. Rufous-sided Towhee: eastern U.S. subspecies. Pages 562-580 in Life histories of North American cardinals, grosbeaks, buntings, towhees, finches, sparrow, and allies, pt. 1. (Austin, Jr., O. L., Ed.) Bull. U.S. Natl. Mus. 237."	y	n	
Eastern Towhee	Emberizidae	1996	Diet	Major Food Items	"Rybczynski, R. and D. K. Riker. 1981. A temperate species-rich assemblage of migrant frugivorous birds. Auk 98:176-179."	n	N/A	
Eastern Towhee	Emberizidae	1996	Feeding	Food Capture And Consumption	"Greenlaw, J. S. 1969. The importance of food in the breeding system of the Rufous-sided Towhee, Pipilo erythrophthalmus (L.). Phd Thesis. Rutgers, State Univ. of New Jersey, New Brunswick, NJ."	y	n	
Eastern Towhee	Emberizidae	1996	"Drinking, Pellet-Casting, And Defecation"		"Stevenson, J. 1933. Experiments on the digestion of food by birds. Wilson Bull. 45:155-167."	y	n	
Eastern Towhee	Emberizidae	1996	Feeding	Main Foods Taken	"Martin, A. C., H. S. Zim, and A. L. Nelson. 1951. American wildlife and plants: A guide to wildlife food habits. McGraw-Hill Book Co. Inc., New York."	n	N/A	
Eastern Towhee	Emberizidae	1996	Diet	Major Food Items	"Breiding, G. H. 1946. Moonseed fruits as bird food. Auk 63:589."	y	n	an entire book that cannot be found online
Eastern Towhee	Emberizidae	1996	Feeding	Food Capture And Consumption	"Morimoto, D. C. and F. E. Wasserman. 1991b. Intersexual and interspecific differences in the foraging behavior of Rufous-sided Towhees, Common Yellowthroats, and Prairie Warblers in the pine barrens of southeastern Massachusetts. J. Field Ornithol. 62:436-449."			"the source is a book, but there were some pie charts that might be useful"
Eastern Towhee	Emberizidae	1996	Diet	Major Food Items	"Petrides, G. A. 1942. Ilex opacaas a late winter food for birds. Auk 59:581."			
Eastern Towhee	Emberizidae	1996	Diet	Quantitative Analysis	"Howell, A. H. 1932. Florida bird life. Florida Dep. Game & Freshwater Fish, Tallahassee, FL."	y	n	
Eastern Towhee	Emberizidae	1996	Diet	Major Food Items	"Baird, J. W. 1980. The selection and use of fruit by birds in an eastern forest. Wilson Bull. 92:63-73."			
Eastern Towhee	Emberizidae	1996	Diet	Major Food Items	"Holt, E. G. 1918. Birds and mulberries. Auk 35:359-360."			
Eastern Towhee	Emberizidae	1996	Diet	Major Food Items	"Mcatee, W. L. 1926. The relation of birds to woodlots in New York State. Roosevelt Wildl. Bull. 4."	n	N/A	"difficult to tell because the source is an entire book, but after skimming, there doesn?t seem to be useful information"
Eastern Towhee	Emberizidae	1996	Feeding	Food Capture And Consumption	"Burtt, Jr., E. H. and J. P. Hailman. 1979. Effect of food availability on leaf-scratching by the Rufous-sided Towhee: a test of a model. Wilson Bull. 91:123-126."	y	maybe	
Eastern Towhee	Emberizidae	1996	Feeding	Main Foods Taken	"Curio, E. 1959. Beobachtungen an einem R????telammerpaar (Pipilo erythrophthalmus) in Gefangenschaft. Gefied. Welt 83:1-3, 25-29."	y	n	
Five-striped Sparrow	Emberizidae	1992	Diet	Major Food Items	"Mills, S., J. Silliman, K. Groschupf, and S. Speich. 1980. Life history of the Five-striped Sparrow. Living Bird 18:95-110."	y	n	
Five-striped Sparrow	Emberizidae	1992	Diet	Major Food Items	"Wolf, L. 1977. Species relationships in the avian genus Aimophila. Ornithol. Monogr. No. 23, Am. Ornithol. Union."			
Fox Sparrow	Emberizidae	2002	Feeding	Microhabitat For Foraging	"Austin, Jr., O. L. 1968. Fox Sparrow [various subspecies]. Pages 1392-1395 in Life histories of North American cardinals, grosbeaks, buntings, towhees, finches, sparrows and their allies. (Austin, Jr., L., Ed.) U.S. Natl. Mus. Bull. 237. Pt. 3."			
Fox Sparrow	Emberizidae	2002	Feeding	Main Foods Taken	"Austin, Jr., O. L. 1932. The birds of Newfoundland and Labrador. Mem. Nuttall Ornithol. Club no. 7."	y	N/A	source is an entire book not available online without purchase
Fox Sparrow	Emberizidae	2002	Feeding	Microhabitat For Foraging	"Terrill, L. M. 1968. Eastern Fox Sparrow. Pages 1395-1415 in Life histories of North American cardinals, grosbeaks, buntings, towhees, finches, sparrows and their allies. (Austin, Jr., O. L., Ed.) U.S. Natl. Mus. Bull. 237, Pt. 3."	y	n	
Fox Sparrow	Emberizidae	2002	Feeding	Main Foods Taken	"Judd, S. O. 1901. The relation of sparrows to agriculture. U.S. Dep. Agric. Biol. Surv. Bull. 15:1-98."	y	n	"source is a book, but after skimming it entirely and inspecting charts, there did not seem to be relevant information"
Fox Sparrow	Emberizidae	2002	Metabolism And Temperature Regulation		"Rogers, C. M. and C. J. Rogers. 1990. Seasonal variation in daily mass amplitude and minimum body mass: a test of a recent model. Ornis Scand. 21:105-114."	y	n	
