TAXON_ORDER	CATEGORY	SPECIES_CODE	SCI_NAME	PRIMARY_COM_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS
19002	species	stbcro1	Zavattariornis stresemanni	Stresemann's Bush-Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19003	species	mogjay1	Podoces hendersoni	Mongolian Ground-Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19004	species	xigjay1	Podoces biddulphi	Xinjiang Ground-Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19005	species	tugjay1	Podoces panderi	Turkestan Ground-Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19006	species	irgjay1	Podoces pleskei	Iranian Ground-Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19007	species	clanut	Nucifraga columbiana	Clark's Nutcracker	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19008	species	eurnut1	Nucifraga caryocatactes	Eurasian Nutcracker	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19009	issf	eurnut3	Nucifraga caryocatactes [caryocatactes Group]	Eurasian Nutcracker (Northern)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurnut1
19013	issf	eurnut4	Nucifraga caryocatactes [hemispila Group]	Eurasian Nutcracker (Southern)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurnut1
19018	species	sponut1	Nucifraga multipunctata	Kashmir Nutcracker	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19019	species	rebcho1	Pyrrhocorax pyrrhocorax	Red-billed Chough	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19019.5	issf	rebcho2	Pyrrhocorax pyrrhocorax [pyrrhocorax Group]	Red-billed Chough (Red-billed)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		rebcho1
19027.5	issf	rebcho3	Pyrrhocorax pyrrhocorax baileyi	Red-billed Chough (Ethiopian)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		rebcho1
19028	species	yebcho1	Pyrrhocorax graculus	Yellow-billed Chough	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19031	species	piapia1	Ptilostomus afer	Piapiac	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19032	species	eurjac	Corvus monedula	Eurasian Jackdaw	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19037	species	daujac1	Corvus dauuricus	Daurian Jackdaw	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19038	species	houcro1	Corvus splendens	House Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19044	species	neccro1	Corvus moneduloides	New Caledonian Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19045	species	bancro1	Corvus unicolor	Banggai Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19046	species	slbcro1	Corvus enca	Slender-billed Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19046.5	issf	slbcro4	Corvus enca samarensis/sierramadrensis	Slender-billed Crow (Sierra Madre)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		slbcro1
19048.5	issf	slbcro2	Corvus enca [enca Group]	Slender-billed Crow (Slender-billed)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		slbcro1
19054	issf	slbcro3	Corvus enca violaceus	Slender-billed Crow (Violet)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		slbcro1
19055	species	pipcro1	Corvus typicus	Piping Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19056	species	flocro1	Corvus florensis	Flores Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19057	species	marcro1	Corvus kubaryi	Mariana Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19058	species	lobcro1	Corvus validus	Long-billed Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19059	species	guacro1	Corvus woodfordi	Guadalcanal Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19062	species	boucro1	Corvus meeki	Bougainville Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19063	species	brhcro1	Corvus fuscicapillus	Brown-headed Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19066	species	grycro1	Corvus tristis	Gray Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19067	species	capcro2	Corvus capensis	Cape Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19070	species	rook1	Corvus frugilegus	Rook	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19073	species	amecro	Corvus brachyrhynchos	American Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19078	species	norcro	Corvus caurinus	Northwestern Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19079	slash	y00486	Corvus brachyrhynchos/caurinus	American/Northwestern Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19079.5	species	palcro2	Corvus palmarum	Palm Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19080	issf	cupcro1	Corvus palmarum minutus	Palm Crow (Cuban)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		palcro2
19081	issf	palcro1	Corvus palmarum palmarum	Palm Crow (Hispaniolan)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		palcro2
19082	species	cubcro1	Corvus nasicus	Cuban Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19083	species	whncro1	Corvus leucognaphalus	White-necked Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19084	species	jamcro1	Corvus jamaicensis	Jamaican Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19085	species	tamcro	Corvus imparatus	Tamaulipas Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19086	species	sincro1	Corvus sinaloae	Sinaloa Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19087	species	fiscro	Corvus ossifragus	Fish Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19088	species	hawcro	Corvus hawaiiensis	Hawaiian Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19089	species	chirav	Corvus cryptoleucus	Chihuahuan Raven	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19090	species	carcro1	Corvus corone	Carrion Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19094	species	hoocro1	Corvus cornix	Hooded Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19098.5	hybrid	x00636	Corvus corone x cornix	Carrion x Hooded Crow (hybrid)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19098.7	slash	y00743	Corvus corone/cornix	Carrion/Hooded Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19099	species	labcro1	Corvus macrorhynchos	Large-billed Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19099.5	issf	labcro2	Corvus macrorhynchos [macrorhynchos Group]	Large-billed Crow (Large-billed)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		labcro1
19111	issf	labcro3	Corvus macrorhynchos culminatus	Large-billed Crow (Indian Jungle)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		labcro1
19112	issf	labcro4	Corvus macrorhynchos levaillantii	Large-billed Crow (Eastern)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		labcro1
19113.5	species	torcro2	Corvus orru	Torresian Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19117.5	species	torcro3	Corvus insularis	Bismarck Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19118	species	litcro1	Corvus bennetti	Little Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19119	spuh	crow	Corvus sp. (crow sp.)	crow sp.	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19120	species	ausrav1	Corvus coronoides	Australian Raven	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19123	species	litrav1	Corvus mellori	Little Raven	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19124	species	forrav1	Corvus tasmanicus	Forest Raven	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19127	species	colcro1	Corvus torquatus	Collared Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19128	species	piecro1	Corvus albus	Pied Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19129	species	brnrav1	Corvus ruficollis	Brown-necked Raven	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19130	species	somcro2	Corvus edithae	Somali Crow	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19131	species	fatrav1	Corvus rhipidurus	Fan-tailed Raven	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19132	species	whnrav1	Corvus albicollis	White-necked Raven	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19133	species	thbrav1	Corvus crassirostris	Thick-billed Raven	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19134	species	comrav	Corvus corax	Common Raven	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19143	spuh	raven	Corvus sp. (raven sp.)	raven sp.	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19143.5	spuh	y00639	Corvus sp.	crow/raven sp.	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19144	species	whwcho1	Corcorax melanorhamphos	White-winged Chough	Passeriformes	Corcoracidae (White-winged Chough and Apostlebird)	White-winged Chough and Apostlebird	
19147	species	apostl1	Struthidea cinerea	Apostlebird	Passeriformes	Corcoracidae (White-winged Chough and Apostlebird)		
19150	species	parcro1	Lycocorax pyrrhopterus	Paradise-crow	Passeriformes	Paradisaeidae (Birds-of-Paradise)	Birds-of-Paradise	
19163	species	truman1	Phonygammus keraudrenii	Trumpet Manucode	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19172.1	species	cucman1	Manucodia comrii	Curl-crested Manucode	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19172.4	species	crcman2	Manucodia chalybatus	Crinkle-collared Manucode	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19172.5	species	jobman1	Manucodia jobiensis	Jobi Manucode	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19172.6	species	glmman2	Manucodia ater	Glossy-mantled Manucode	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19180	species	kospar1	Pteridophora alberti	King-of-Saxony Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19186	species	carpar1	Parotia carolae	Carola's Parotia	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19192.5	species	carpar3	Parotia berlepschi	Bronze Parotia	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19192.7	species	wespar1	Parotia sefilata	Western Parotia	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19192.8	species	wahpar1	Parotia wahnesi	Wahnes's Parotia	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19193	species	lawpar1	Parotia lawesii	Lawes's Parotia	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19194	issf	lawpar3	Parotia lawesii lawesii	Lawes's Parotia (Lawes's)	Passeriformes	Paradisaeidae (Birds-of-Paradise)		lawpar1
19195	issf	lawpar2	Parotia lawesii helenae	Lawes's Parotia (Eastern)	Passeriformes	Paradisaeidae (Birds-of-Paradise)		lawpar1
19196	species	twwbop1	Seleucidis melanoleucus	Twelve-wired Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19199	species	blbsic1	Drepanornis albertisi	Black-billed Sicklebill	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19202	species	pabsic1	Drepanornis bruijnii	Pale-billed Sicklebill	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19203	species	walsta2	Semioptera wallacii	Standardwing Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19204	species	sbopar1	Lophorina superba	Superb Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19210.1	species	parrif1	Ptiloris paradiseus	Paradise Riflebird	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19210.2	species	vicrif1	Ptiloris victoriae	Victoria's Riflebird	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19210.3	species	magrif1	Ptiloris magnificus	Magnificent Riflebird	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19210.4	issf	magrif3	Ptiloris magnificus magnificus/alberti	Magnificent Riflebird (Magnificent)	Passeriformes	Paradisaeidae (Birds-of-Paradise)		magrif1
19210.7	issf	magrif2	Ptiloris magnificus intercedens	Magnificent Riflebird (Growling)	Passeriformes	Paradisaeidae (Birds-of-Paradise)		magrif1
19211	species	blasic1	Epimachus fastosus	Black Sicklebill	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19215	species	brosic1	Epimachus meyeri	Brown Sicklebill	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19218.1	species	lotpar1	Paradigalla carunculata	Long-tailed Paradigalla	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19218.2	species	shtpar1	Paradigalla brevicauda	Short-tailed Paradigalla	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19218.3	species	splast1	Astrapia splendidissima	Splendid Astrapia	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19218.6	species	arfast1	Astrapia nigra	Arfak Astrapia	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19218.7	species	huoast1	Astrapia rothschildi	Huon Astrapia	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19218.8	species	prsast1	Astrapia stephaniae	Stephanie's Astrapia	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19219.95	species	ritast1	Astrapia mayeri	Ribbon-tailed Astrapia	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19223	species	kbopar1	Cicinnurus regius	King Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19226	species	wbopar1	Cicinnurus respublica	Wilson's Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19227	species	mbopar2	Cicinnurus magnificus	Magnificent Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19237	species	bbopar1	Paradisaea rudolphi	Blue Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19240	species	ebopar1	Paradisaea guilielmi	Emperor Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19241	species	rbopar2	Paradisaea rubra	Red Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19242	species	gbopar1	Paradisaea decora	Goldie's Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19243	species	lbopar1	Paradisaea minor	Lesser Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19247	species	rbopar1	Paradisaea raggiana	Raggiana Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19252	species	gbopar2	Paradisaea apoda	Greater Bird-of-Paradise	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19255	species	lesmel1	Melampitta lugubris	Lesser Melampitta	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19259	species	gremel1	Melampitta gigantea	Greater Melampitta	Passeriformes	Paradisaeidae (Birds-of-Paradise)		
19260	species	grgrob1	Amalocichla sclateriana	Greater Ground-Robin	Passeriformes	Petroicidae (Australasian Robins)	Australasian Robins	
19263	species	legrob1	Amalocichla incerta	Lesser Ground-Robin	Passeriformes	Petroicidae (Australasian Robins)		
19267	species	torfly1	Monachella muelleriana	Torrent Flycatcher	Passeriformes	Petroicidae (Australasian Robins)		
19270	species	jacwin1	Microeca fascinans	Jacky-winter	Passeriformes	Petroicidae (Australasian Robins)		
19275	species	gobfly2	Microeca hemixantha	Golden-bellied Flyrobin	Passeriformes	Petroicidae (Australasian Robins)		
19276	species	lebfly3	Microeca flavigaster	Lemon-bellied Flycatcher	Passeriformes	Petroicidae (Australasian Robins)		
19283.5	form	bisfly1	Microeca [undescribed form]	Bismarck Flyrobin (undescribed form)	Passeriformes	Petroicidae (Australasian Robins)		
19284	species	yelfly4	Microeca griseoceps	Yellow-legged Flycatcher	Passeriformes	Petroicidae (Australasian Robins)		
19288	species	olifly3	Microeca flavovirescens	Olive Flyrobin	Passeriformes	Petroicidae (Australasian Robins)		
19291	species	canfly2	Microeca papuana	Canary Flycatcher	Passeriformes	Petroicidae (Australasian Robins)		
19292	species	garrob1	Eugerygone rubra	Garnet Robin	Passeriformes	Petroicidae (Australasian Robins)		
19295	species	alprob1	Petroica bivittata	Alpine Robin	Passeriformes	Petroicidae (Australasian Robins)		
19298	species	snmrob1	Petroica archboldi	Snow Mountain Robin	Passeriformes	Petroicidae (Australasian Robins)		
19299	species	scarob1	Petroica multicolor	Pacific Robin	Passeriformes	Petroicidae (Australasian Robins)		
19304	species	scarob2	Petroica boodang	Scarlet Robin	Passeriformes	Petroicidae (Australasian Robins)		
19317	species	tomtit1	Petroica macrocephala	Tomtit	Passeriformes	Petroicidae (Australasian Robins)		
19318	issf	tomtit2	Petroica macrocephala [macrocephala Group]	Tomtit (New Zealand)	Passeriformes	Petroicidae (Australasian Robins)		tomtit1
19323	issf	tomtit3	Petroica macrocephala dannefaerdi	Tomtit (Snares Is.)	Passeriformes	Petroicidae (Australasian Robins)		tomtit1
19324	species	recrob1	Petroica goodenovii	Red-capped Robin	Passeriformes	Petroicidae (Australasian Robins)		
19325	species	flarob1	Petroica phoenicea	Flame Robin	Passeriformes	Petroicidae (Australasian Robins)		
19326	species	rosrob1	Petroica rosea	Rose Robin	Passeriformes	Petroicidae (Australasian Robins)		
19327	species	pinrob1	Petroica rodinogaster	Pink Robin	Passeriformes	Petroicidae (Australasian Robins)		
19330	species	nezrob1	Petroica australis	New Zealand Robin	Passeriformes	Petroicidae (Australasian Robins)		
19331	issf	nezrob2	Petroica australis longipes	New Zealand Robin (North Island)	Passeriformes	Petroicidae (Australasian Robins)		nezrob1
19332	issf	nezrob3	Petroica australis australis/rakiura	New Zealand Robin (South Island)	Passeriformes	Petroicidae (Australasian Robins)		nezrob1
19334	species	charob1	Petroica traversi	Chatham Robin	Passeriformes	Petroicidae (Australasian Robins)		
19335	species	hoorob1	Melanodryas cucullata	Hooded Robin	Passeriformes	Petroicidae (Australasian Robins)		
19340	species	dusrob1	Melanodryas vittata	Dusky Robin	Passeriformes	Petroicidae (Australasian Robins)		
19343	species	whfrob1	Tregellasia leucops	White-faced Robin	Passeriformes	Petroicidae (Australasian Robins)		
19354	species	payrob1	Tregellasia capito	Pale-yellow Robin	Passeriformes	Petroicidae (Australasian Robins)		
19357	species	yelrob1	Eopsaltria australis	Eastern Yellow Robin	Passeriformes	Petroicidae (Australasian Robins)		
19360	species	gybrob1	Eopsaltria griseogularis	Western Yellow Robin	Passeriformes	Petroicidae (Australasian Robins)		
19363	species	yebrob1	Eopsaltria flaviventris	Yellow-bellied Robin	Passeriformes	Petroicidae (Australasian Robins)		
19364	species	whbrob1	Eopsaltria georgiana	White-breasted Robin	Passeriformes	Petroicidae (Australasian Robins)		
19365	species	manrob1	Eopsaltria pulverulenta	Mangrove Robin	Passeriformes	Petroicidae (Australasian Robins)		
19370	species	blcrob1	Poecilodryas brachyura	Black-chinned Robin	Passeriformes	Petroicidae (Australasian Robins)		
19374	species	blsrob2	Poecilodryas hypoleuca	Black-sided Robin	Passeriformes	Petroicidae (Australasian Robins)		
19378	species	whbrob2	Poecilodryas superciliosa	White-browed Robin	Passeriformes	Petroicidae (Australasian Robins)		
19380	species	busrob1	Poecilodryas cerviniventris	Buff-sided Robin	Passeriformes	Petroicidae (Australasian Robins)		
19381	species	olyrob1	Poecilodryas placens	Olive-yellow Robin	Passeriformes	Petroicidae (Australasian Robins)		
19382	species	bltrob1	Poecilodryas albonotata	Black-throated Robin	Passeriformes	Petroicidae (Australasian Robins)		
19386	species	whwrob2	Peneothello sigillata	White-winged Robin	Passeriformes	Petroicidae (Australasian Robins)		
19391	species	smorob2	Peneothello cryptoleuca	Smoky Robin	Passeriformes	Petroicidae (Australasian Robins)		
19395	species	whrrob2	Peneothello bimaculata	White-rumped Robin	Passeriformes	Petroicidae (Australasian Robins)		
19398	species	bugrob1	Peneothello cyanus	Blue-gray Robin	Passeriformes	Petroicidae (Australasian Robins)		
19402	species	gyhrob1	Heteromyias albispecularis	Ashy Robin	Passeriformes	Petroicidae (Australasian Robins)		
19408	species	gyhrob2	Heteromyias cinereifrons	Gray-headed Robin	Passeriformes	Petroicidae (Australasian Robins)		
19409	species	grbrob1	Pachycephalopsis hattamensis	Green-backed Robin	Passeriformes	Petroicidae (Australasian Robins)		
19415	species	wherob1	Pachycephalopsis poliosoma	White-eyed Robin	Passeriformes	Petroicidae (Australasian Robins)		
19423	species	nosrob1	Drymodes superciliaris	Northern Scrub-Robin	Passeriformes	Petroicidae (Australasian Robins)		
19428	species	sosrob1	Drymodes brunneopygia	Southern Scrub-Robin	Passeriformes	Petroicidae (Australasian Robins)		
19430	species	whnroc1	Picathartes gymnocephalus	White-necked Rockfowl	Passeriformes	Picathartidae (Rockfowl)	Rockfowl	
19431	species	gynroc1	Picathartes oreas	Gray-necked Rockfowl	Passeriformes	Picathartidae (Rockfowl)		
