TAXON_ORDER	CATEGORY	SPECIES_CODE	SCI_NAME	PRIMARY_COM_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS
18442	species	batpaf1	Terpsiphone batesi	Bates's Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18445	species	afpfly1	Terpsiphone viridis	African Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18456	species	stpfly1	Terpsiphone atrochalybeia	Sao Tome Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18457	species	mapfly1	Terpsiphone mutata	Madagascar Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18464	species	sepfly1	Terpsiphone corvina	Seychelles Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18465	species	mapfly2	Terpsiphone bourbonnensis	Mascarene Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18468	species	japfly1	Terpsiphone atrocaudata	Japanese Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18472	species	blpfly1	Terpsiphone cyanescens	Blue Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18473	species	rupfly1	Terpsiphone cinnamomea	Rufous Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18477	species	aspfly1	Terpsiphone paradisi	Asian Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18493.5	slash	y00742	Terpsiphone atrocaudata/paradisi	Japanese/Asian Paradise-Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18494	species	elepai	Chasiempis sandwichensis	Hawaii Elepaio	Passeriformes	Monarchidae (Monarch Flycatchers)		
18495	issf	elepai1	Chasiempis sandwichensis sandwichensis	Hawaii Elepaio (Kona coast)	Passeriformes	Monarchidae (Monarch Flycatchers)		elepai
18496	issf	elepai3	Chasiempis sandwichensis bryani	Hawaii Elepaio (Mauna Kea)	Passeriformes	Monarchidae (Monarch Flycatchers)		elepai
18497	issf	elepai2	Chasiempis sandwichensis ridgwayi	Hawaii Elepaio (Hilo coast)	Passeriformes	Monarchidae (Monarch Flycatchers)		elepai
18498	species	elepai5	Chasiempis sclateri	Kauai Elepaio	Passeriformes	Monarchidae (Monarch Flycatchers)		
18499	species	elepai4	Chasiempis ibidis	Oahu Elepaio	Passeriformes	Monarchidae (Monarch Flycatchers)		
18502	species	tahmon2	Pomarea nigra	Tahiti Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18503	species	maumon1	Pomarea pomarea	Maupiti Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18504	species	rarmon1	Pomarea dimidiata	Rarotonga Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18505	species	eiamon1	Pomarea fluxa	Eiao Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18505.5	species	nuhmon1	Pomarea nukuhivae	Nuku Hiva Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18506	species	iphmon2	Pomarea iphis	Iphis Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18506.5	species	uapmon1	Pomarea mira	Ua Pou Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18507	species	marmon2	Pomarea mendozae	Marquesas Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18508	species	fatmon1	Pomarea whitneyi	Fatuhiva Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18509	species	ogemon1	Mayrornis versicolor	Ogea Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18510	species	slamon1	Mayrornis lessoni	Slaty Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18513	species	vanmon1	Mayrornis schistaceus	Vanikoro Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18514	species	bubmon1	Neolalage banksiana	Buff-bellied Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18515	species	soushr2	Clytorhynchus pachycephaloides	Southern Shrikebill	Passeriformes	Monarchidae (Monarch Flycatchers)		
18518	species	renshr1	Clytorhynchus hamlini	Rennell Shrikebill	Passeriformes	Monarchidae (Monarch Flycatchers)		
18519	species	fijshr1	Clytorhynchus vitiensis	Fiji Shrikebill	Passeriformes	Monarchidae (Monarch Flycatchers)		
18532	species	bltshr1	Clytorhynchus nigrogularis	Black-throated Shrikebill	Passeriformes	Monarchidae (Monarch Flycatchers)		
18533	issf	bktshr1	Clytorhynchus nigrogularis nigrogularis	Black-throated Shrikebill (Black-throated)	Passeriformes	Monarchidae (Monarch Flycatchers)		bltshr1
18534	issf	bktshr2	Clytorhynchus nigrogularis sanctaecrucis	Black-throated Shrikebill (Santa Cruz)	Passeriformes	Monarchidae (Monarch Flycatchers)		bltshr1
18535	slash	y00802	Clytorhynchus vitiensis/nigrogularis	Fiji/Black-throated Shrikebill	Passeriformes	Monarchidae (Monarch Flycatchers)		
18536	species	whnmon1	Carterornis pileatus	White-naped Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18538	species	loemon1	Carterornis castus	Loetoe Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18539	species	whemon1	Carterornis leucotis	White-eared Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18540	species	golmon1	Carterornis chrysomela	Golden Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18541.9	species	trumon1	Metabolus rugensis	Truk Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18542	species	yapmon1	Monarcha godeffroyi	Yap Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18543	species	tinmon1	Monarcha takatsukasae	Tinian Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18545	species	islmon1	Monarcha cinerascens	Island Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18547	species	whcmon1	Monarcha richardsii	White-capped Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18547.5	species	chbmon1	Monarcha castaneiventris	Chestnut-bellied Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18551	species	boumon1	Monarcha erythrostictus	Bougainville Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18553	species	blfmon1	Monarcha melanopsis	Black-faced Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18553.5	species	blwmon1	Monarcha frater	Black-winged Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18559	species	blamon1	Symposiachrus axillaris	Black Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18565	species	rufmon1	Symposiachrus rubiensis	Rufous Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18567	species	flomon1	Symposiachrus sacerdotum	Flores Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18569	species	blcmon1	Symposiachrus boanensis	Black-chinned Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18571	species	spemon1	Symposiachrus trivirgatus	Spectacled Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18573	issf	spemon3	Symposiachrus trivirgatus bimaculatus	Spectacled Monarch (Halmahera)	Passeriformes	Monarchidae (Monarch Flycatchers)		spemon1
18575	issf	spemon4	Symposiachrus trivirgatus diadematus	Spectacled Monarch (Obi)	Passeriformes	Monarchidae (Monarch Flycatchers)		spemon1
18577	issf	spemon6	Symposiachrus trivirgatus nigrimentum	Spectacled Monarch (Seram)	Passeriformes	Monarchidae (Monarch Flycatchers)		spemon1
18583	issf	spemon2	Symposiachrus trivirgatus [trivirgatus Group]	Spectacled Monarch (Spectacled)	Passeriformes	Monarchidae (Monarch Flycatchers)		spemon1
18587.15	issf	spemon5	Symposiachrus trivirgatus gouldii/melanorrhous	Spectacled Monarch (Australian)	Passeriformes	Monarchidae (Monarch Flycatchers)		spemon1
18587.5	species	whtmon1	Symposiachrus leucurus	White-tailed Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18587.6	species	whtmon2	Symposiachrus everetti	White-tipped Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18587.7	species	bltmon2	Symposiachrus loricatus	Black-tipped Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18587.8	species	blbmon1	Symposiachrus julianae	Black-backed Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18587.9	species	biamon1	Symposiachrus brehmii	Biak Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18588	species	hoomon1	Symposiachrus manadensis	Hooded Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18588.3	species	manmon1	Symposiachrus infelix	Manus Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18591	species	whbmon1	Symposiachrus menckei	White-breasted Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18592	species	bltmon1	Symposiachrus verticalis	Black-tailed Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18593.5	species	bawmon1	Symposiachrus barbatus	Black-and-white Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18595.3	species	kulmon1	Symposiachrus browni	Kulambangra Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18597.5	species	blbmon2	Symposiachrus mundus	Black-bibbed Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18617	species	whcmon2	Symposiachrus vidua	White-collared Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18618	species	spwmon1	Symposiachrus guttula	Spot-winged Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18619	species	frimon1	Arses telescopthalmus	Frilled Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18633	species	frnmon1	Arses lorealis	Frill-necked Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18634	species	rucmon1	Arses insularis	Rufous-collared Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18635	species	piemon1	Arses kaupi	Pied Monarch	Passeriformes	Monarchidae (Monarch Flycatchers)		
18638	species	maglar1	Grallina cyanoleuca	Magpie-lark	Passeriformes	Monarchidae (Monarch Flycatchers)		
18641	species	torlar1	Grallina bruijni	Torrent-lark	Passeriformes	Monarchidae (Monarch Flycatchers)		
18642	species	palfly3	Myiagra erythrops	Palau Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18643	species	guafly1	Myiagra freycineti	Guam Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18644	species	pohfly1	Myiagra pluto	Pohnpei Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18645	species	ocefly1	Myiagra oceanica	Oceanic Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18646	species	biafly1	Myiagra atra	Biak Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18647	species	molfly1	Myiagra galeata	Moluccan Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18652	species	leafly2	Myiagra rubecula	Leaden Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18659	species	stbfly1	Myiagra ferrocyanea	Steel-blue Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18664	species	ochfly1	Myiagra cervinicauda	Ochre-headed Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18665	species	melfly1	Myiagra caledonica	Melanesian Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18671	species	vanfly1	Myiagra vanikorensis	Vanikoro Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18677	species	samfly1	Myiagra albiventris	Samoan Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18678	species	blcfly2	Myiagra azureocapilla	Blue-crested Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18682	species	brbfly1	Myiagra ruficollis	Broad-billed Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18686	species	satfly1	Myiagra cyanoleuca	Satin Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18686.5	slash	y00803	Myiagra rubecula/cyanoleuca	Leaden/Satin Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18687	species	resfly1	Myiagra inquieta	Restless Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18688	species	papfly1	Myiagra nana	Paperbark Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18689	species	shifly1	Myiagra alecto	Shining Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18697	species	dulfly1	Myiagra hebetior	Dull Flycatcher	Passeriformes	Monarchidae (Monarch Flycatchers)		
18704	species	crejay1	Platylophus galericulatus	Crested Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"	"Jays, Magpies, Crows, and Ravens"	
18708	species	blamag1	Platysmurus leucopterus	Black Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18711	species	sibjay1	Perisoreus infaustus	Siberian Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18721	species	sicjay1	Perisoreus internigrans	Sichuan Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18722	species	gryjay	Perisoreus canadensis	Gray Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18723	issf	gryjay1	Perisoreus canadensis [canadensis Group]	Gray Jay (Northern)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		gryjay
18728	issf	gryjay2	Perisoreus canadensis capitalis/albescens	Gray Jay (Rocky Mts.)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		gryjay
18731	issf	gryjay3	Perisoreus canadensis [obscurus Group]	Gray Jay (Pacific)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		gryjay
18735	species	whtjay1	Cyanolyca mirabilis	White-throated Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18736	species	dwajay1	Cyanolyca nanus	Dwarf Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18741	species	bltjay1	Cyanolyca pumilo	Black-throated Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18746	species	sitjay1	Cyanolyca argentigula	Silvery-throated Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18755	species	azhjay1	Cyanolyca cucullata	Azure-hooded Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18756	species	beajay1	Cyanolyca pulchra	Beautiful Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18758	species	blcjay2	Cyanolyca armillata	Black-collared Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18759	species	turjay1	Cyanolyca turcosa	Turquoise Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18760	species	whcjay2	Cyanolyca viridicyanus	White-collared Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18762	species	btmjay	Calocitta colliei	Black-throated Magpie-Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18763	species	wtmjay1	Calocitta formosa	White-throated Magpie-Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18766.5	hybrid	x00443	Calocitta colliei x formosa	Black-throated x White-throated Magpie-Jay (hybrid)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18767.5	species	brnjay	Psilorhinus morio	Brown Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18768	species	tufjay1	Cyanocorax dickeyi	Tufted Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18769	species	blcjay1	Cyanocorax affinis	Black-chested Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18772	species	grnjay	Cyanocorax yncas	Green Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18773	issf	grnjay1	Cyanocorax yncas [luxuosus Group]	Green Jay (Green)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		grnjay
18780	issf	grnjay2	Cyanocorax yncas [yncas Group]	Green Jay (Inca)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		grnjay
18788	hybrid	bxgjay1	Cyanocitta cristata x Cyanocorax yncas	Blue x Green Jay (hybrid)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18792	species	bucjay1	Cyanocorax melanocyaneus	Bushy-crested Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18795	species	sabjay	Cyanocorax sanblasianus	San Blas Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18798	species	yucjay1	Cyanocorax yucatanicus	Yucatan Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18801	species	pubjay1	Cyanocorax beecheii	Purplish-backed Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18802	species	purjay1	Cyanocorax cyanomelas	Purplish Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18803	species	azujay1	Cyanocorax caeruleus	Azure Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18804	species	viojay1	Cyanocorax violaceus	Violaceous Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18807	species	cucjay1	Cyanocorax cristatellus	Curl-crested Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18808	species	whtjay2	Cyanocorax mystacalis	White-tailed Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18809	species	cayjay1	Cyanocorax cayanus	Cayenne Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18810	species	aznjay1	Cyanocorax heilprini	Azure-naped Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18810.5	species	camjay1	Cyanocorax hafferi	Campina Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18811	species	plcjay1	Cyanocorax chrysops	Plush-crested Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18815	species	whnjay1	Cyanocorax cyanopogon	White-naped Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18815.5	species	pinjay	Gymnorhinus cyanocephalus	Pinyon Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18816	species	stejay	Cyanocitta stelleri	Steller's Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18820	issf	stejay1	Cyanocitta stelleri [stelleri Group]	Steller's Jay (Coastal)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		stejay
18824	issf	stejay2	Cyanocitta stelleri [diademata Group]	Steller's Jay (Interior)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		stejay
18825	issf	stejay3	Cyanocitta stelleri [coronata Group]	Steller's Jay (Central American)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		stejay
18831	species	blujay	Cyanocitta cristata	Blue Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18836	hybrid	x00622	Cyanocitta stelleri x cristata	Steller's x Blue Jay (hybrid)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18837	species	flsjay	Aphelocoma coerulescens	Florida Scrub-Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18838	species	issjay	Aphelocoma insularis	Island Scrub-Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18839	species	wesjay	Aphelocoma californica	Western Scrub-Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18840	issf	cowscj1	Aphelocoma californica [californica Group]	Western Scrub-Jay (Coastal)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		wesjay
18848	issf	wooscj1	Aphelocoma californica [woodhouseii Group]	Western Scrub-Jay (Woodhouse's)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		wesjay
18855	issf	wesscj1	Aphelocoma californica sumichrasti/remota	Western Scrub-Jay (Sumichrast's)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		wesjay
18858	species	mexjay4	Aphelocoma wollweberi	Mexican Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18859	issf	mexjay1	Aphelocoma wollweberi [wollweberi Group]	Mexican Jay (Arizona)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		mexjay4
18863	issf	mexjay2	Aphelocoma wollweberi couchii	Mexican Jay (Couch's)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		mexjay4
18865	issf	mexjay5	Aphelocoma wollweberi potosina	Mexican Jay (San Luis Potosi)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		mexjay4
18866	species	mexjay3	Aphelocoma ultramarina	Transvolcanic Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18868.5	slash	mexjay	Aphelocoma wollweberi/ultramarina	Mexican/Transvolcanic Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18869	species	unijay1	Aphelocoma unicolor	Unicolored Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18875	spuh	scrjay	Aphelocoma sp.	Aphelocoma sp.	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18877	species	eurjay1	Garrulus glandarius	Eurasian Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18878	issf	eurjay2	Garrulus glandarius [glandarius Group]	Eurasian Jay (Eurasian)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurjay1
18892	issf	eurjay3	Garrulus glandarius [atricapillus Group]	Eurasian Jay (Black-capped)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurjay1
18898	issf	eurjay4	Garrulus glandarius [cervicalis Group]	Eurasian Jay (Black-crowned)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurjay1
18902	issf	eurjay5	Garrulus glandarius hyrcanus	Eurasian Jay (Iranian)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurjay1
18903	issf	eurjay6	Garrulus glandarius [brandtii Group]	Eurasian Jay (Brandt's)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurjay1
18908	issf	eurjay7	Garrulus glandarius [bispecularis Group]	Eurasian Jay (Himalayan)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurjay1
18915	issf	eurjay8	Garrulus glandarius leucotis/barringtoni	Eurasian Jay (White-faced)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurjay1
18917	issf	eurjay9	Garrulus glandarius [japonicus Group]	Eurasian Jay (Japanese)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurjay1
18918	species	blhjay1	Garrulus lanceolatus	Black-headed Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18919	species	lidjay1	Garrulus lidthi	Lidth's Jay	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18920	species	azwmag3	Cyanopica cooki	Iberian Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18921	species	azwmag2	Cyanopica cyanus	Azure-winged Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18921.5	issf	azwmag1	Cyanopica cyanus [cyanus Group]	Azure-winged Magpie (Azure-winged)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		azwmag2
18929	issf	azwmag4	Cyanopica cyanus japonica	Azure-winged Magpie (Japanese)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		azwmag2
18930	species	ceymag1	Urocissa ornata	Sri Lanka Blue-Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18931	species	formag1	Urocissa caerulea	Taiwan Blue-Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18932	species	gobmag1	Urocissa flavirostris	Yellow-billed Blue-Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18937	species	rbbmag	Urocissa erythrorhyncha	Red-billed Blue-Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18942.5	slash	y00804	Urocissa flavirostris/erythrorhyncha	Yellow-billed/Red-billed Blue-Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18943	species	whwmag1	Urocissa whiteheadi	White-winged Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18944	issf	whwmag2	Urocissa whiteheadi xanthomelana	White-winged Magpie (Black-tailed)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		whwmag1
18945	issf	whwmag3	Urocissa whiteheadi whiteheadi	White-winged Magpie (Gray-tailed)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		whwmag1
18946	species	gremag1	Cissa chinensis	Common Green-Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18946.5	issf	comgrm1	Cissa chinensis [chinensis Group]	Common Green-Magpie (Common)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		gremag1
18951	issf	comgrm2	Cissa chinensis margaritae	Common Green-Magpie (Yellow-crowned)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		gremag1
18952	species	yebmag1	Cissa hypoleuca	Indochinese Green-Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18958	species	shtmag1	Cissa thalassina	Javan Green-Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18960	species	borgrm1	Cissa jefferyi	Bornean Green-Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18961	species	ruftre2	Dendrocitta vagabunda	Rufous Treepie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18970	species	grytre1	Dendrocitta formosae	Gray Treepie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18979	species	sumtre1	Dendrocitta occipitalis	Sumatran Treepie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18980	species	bortre1	Dendrocitta cinerascens	Bornean Treepie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18981	species	whbtre1	Dendrocitta leucogastra	White-bellied Treepie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18982	species	coltre1	Dendrocitta frontalis	Collared Treepie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18983	species	andtre1	Dendrocitta bayleii	Andaman Treepie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18984	species	rattre1	Crypsirina temia	Racket-tailed Treepie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18985	species	hootre1	Crypsirina cucullata	Hooded Treepie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18986	species	rattre2	Temnurus temnurus	Ratchet-tailed Treepie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18987	species	eurmag1	Pica pica	Eurasian Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
18987.3	issf	eurmag2	Pica pica melanotos	Eurasian Magpie (Iberian)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurmag1
18987.6	issf	eurmag3	Pica pica mauritanica	Eurasian Magpie (African)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurmag1
18988	issf	eurmag4	Pica pica [pica Group]	Eurasian Magpie (Eurasian)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurmag1
18999.5	issf	eurmag5	Pica pica asirensis	Eurasian Magpie (Arabian)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurmag1
18999.8	issf	eurmag6	Pica pica bottanensis	Eurasian Magpie (Black-rumped)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurmag1
18999.9	issf	eurmag7	Pica pica camtschatica	Eurasian Magpie (Kamchatkan)	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		eurmag1
19000	species	bkbmag1	Pica hudsonia	Black-billed Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
19001	species	yebmag	Pica nuttalli	Yellow-billed Magpie	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"		
